Month,Scheduled Operator,Country to/from,FLTS IN,PAX IN,SEATS IN,FLTS OUT,PAX OUT,SEATS OUT,FIN_Y,CAL_Y,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year
2009-02-01,Aerolineas Argentinas,Argentina,20,3081,4940,20,3525,4940,2009,2009,2600,3.989,0.7,2226,8.777,0,2009.0
2009-02-01,Air Caledonie,New Caledonia,32,3248,6422,32,5939,6422,2009,2009,3248,1.745,0.686,5939,56.649,1.909,2009.0
2009-02-01,Air Canada,Canada,25,5649,6729,26,4823,6966,2009,2009,5649,175.64,0.009,4823,164.675,0.012,2009.0
2009-02-01,Air China,China,49,11072,11760,49,9063,11760,2009,2009,11072,177.409,14.504,9063,191.675,2.305,2009.0
2009-02-01,Air Mauritius,Mauritius,8,2183,2384,8,1181,2384,2009,2009,2183,33.178,0.42,1181,49.724,0,2009.0
2009-02-01,Air New Zealand,Germany,8,..,..,-,..,-,2009,2009,..,12.238,0,..,..,..,2009.0
2009-02-01,Air New Zealand,New Zealand,622,79791,112807,621,83383,112686,2009,2009,79791,1959.916,229.181,83383,1304.029,3.812,2009.0
2009-02-01,Air Niugini,Papua New Guinea,99,6022,12305,98,6102,12198,2009,2009,6022,38.169,0.851,6102,236.836,5.066,2009.0
2009-02-01,Fiji Airways,Fiji,73,9627,19404,73,8864,19404,2009,2009,,,,,,,
2009-02-01,Air Tahiti Nui,Tahiti,4,618,1176,4,659,1176,2009,2009,618,11.043,0,659,30.646,0,2009.0
2009-02-01,Air Vanuatu,Vanuatu,36,2696,6120,36,2722,6120,2009,2009,2696,8.952,0,2722,43.476,0,2009.0
2009-02-01,AirAsia X,Malaysia,56,17063,21448,56,10837,21448,2009,2009,17063,104.377,0,10837,0,0,2009.0
2009-02-01,Airlines PNG,Papua New Guinea,28,335,1036,28,330,1036,2009,2009,335,0.848,0.015,330,5.173,0.014,2009.0
2009-02-01,Asiana Airlines,Korea,28,7744,8680,28,6736,8680,2009,2009,7744,184.859,6.924,6736,70.145,0,2009.0
2009-02-01,British Airways,UK,54,14549,15039,54,11793,15039,2009,2009,9093,311.516,58.759,6196,99.574,0,2009.0
2009-02-01,Cargolux Airlines Intl,Luxembourg,4,..,-,4,..,-,2009,2009,..,95.452,0,..,0,0,2009.0
2009-02-01,Cathay Pacific Airways,Hong Kong (SAR),271,64326,70861,271,45682,70905,2009,2009,64326,2387.559,117.794,45682,3716.174,26.297,2009.0
2009-02-01,China Airlines,Taiwan,28,8062,8484,28,6179,8484,2009,2009,8062,66.912,14.589,6179,29.223,0,2009.0
2009-02-01,China Eastern Airlines,China,44,10789,12436,44,7195,12436,2009,2009,10789,152.131,6.245,7195,107.411,1.895,2009.0
2009-02-01,China Southern Airlines,China,32,6751,8128,32,4639,8128,2009,2009,6751,147.55,11.083,4639,6.233,3.539,2009.0
2009-02-01,Continental Micronesia,Guam,8,1097,1232,8,1066,1232,2009,2009,1097,0.295,0,1066,1.962,0.004,2009.0
2009-02-01,Emirates,New Zealand,112,20913,34824,112,19364,34808,2009,2009,20913,1018.102,0,19364,704.347,0.236,2009.0
2009-02-01,Emirates,United Arab Emirates,250,52634,76282,249,39907,76040,2009,2009,48776,1389.861,183.303,36122,2085.852,0.476,2009.0
2009-02-01,Etihad Airways,United Arab Emirates,56,13431,16358,55,9098,16066,2009,2009,12513,295.127,10.747,8674,489.098,13.472,2009.0
2009-02-01,Eva Air,Taiwan,12,2824,3024,12,2445,3024,2009,2009,2824,82.431,3.971,2445,32.486,1.023,2009.0
2009-02-01,Federal Express Corporation,China,-,..,-,16,..,..,2009,2009,..,..,..,..,23.199,0,2009.0
2009-02-01,Federal Express Corporation,Philippines,-,..,-,4,..,..,2009,2009,..,..,..,..,38.231,0,2009.0
2009-02-01,Federal Express Corporation,USA,20,..,..,-,..,-,2009,2009,..,762.037,16.992,..,..,..,2009.0
2009-02-01,Garuda Indonesia,Indonesia,118,11576,21416,118,9435,21416,2009,2009,11576,158.508,8.643,9435,76.486,0.032,2009.0
2009-02-01,Hawaiian Airlines,USA,12,1519,3050,12,1462,3050,2009,2009,1519,4.055,2.279,1462,32,0,2009.0
2009-02-01,JALways,Japan,56,17709,20901,56,16211,20836,2009,2009,17709,223.702,68.981,16211,177.339,0.187,2009.0
2009-02-01,Jetstar,Indonesia,80,10943,16539,79,10649,16362,2009,2009,10943,120.32,0,10649,12.736,0.347,2009.0
2009-02-01,Jetstar,Japan,75,19795,22647,75,17893,22647,2009,2009,19795,124.14,29.953,17893,97.079,5.32,2009.0
2009-02-01,Jetstar,New Zealand,110,13851,19470,109,15368,19293,2009,2009,13851,36.078,0,15368,22.386,0,2009.0
2009-02-01,Jetstar,Singapore,84,11207,14742,84,7802,14742,2009,2009,11207,17.354,0.012,7802,3.792,10.033,2009.0
2009-02-01,Jetstar,Thailand,23,5833,6923,23,4350,6923,2009,2009,5833,119.069,0.685,4350,80.476,1.087,2009.0
2009-02-01,Jetstar,USA,13,2755,3900,12,2405,3600,2009,2009,2755,75.204,0.337,2405,55.829,0.269,2009.0
2009-02-01,Jetstar,Vietnam,20,3073,3217,20,1874,3217,2009,2009,3073,0.914,0,1874,0.034,0,2009.0
2009-02-01,Korean Air,Korea,68,16003,18312,68,12227,18192,2009,2009,16003,604.494,79.549,12227,405.949,2.807,2009.0
2009-02-01,LATAM Airlines,Chile,24,3776,6146,24,5600,6147,2009,2009,,,,,,,
2009-02-01,Malaysia Airlines,Malaysia,170,32092,47305,166,26188,46980,2009,2009,32092,2078.438,12.242,26188,1454.58,0,2009.0
2009-02-01,Nauru Airlines,Nauru,8,645,1000,8,758,1000,2009,2009,,,,,,,
2009-02-01,OzJet,Indonesia,4,185,424,4,260,424,2009,2009,185,0,0,260,0,0,2009.0
2009-02-01,Pacific Air Express,Solomon Islands,4,..,-,4,..,-,2009,2009,..,1.799,0,..,45.735,0,2009.0
2009-02-01,Virgin Australia,Fiji,57,6212,10260,57,6798,10260,2009,2009,6212,7.764,0,6798,29.932,0,2009.0
2009-02-01,Virgin Australia,Indonesia,44,5967,7920,44,6554,7920,2009,2009,5967,0,0,6554,0,0,2009.0
2009-02-01,Virgin Australia,New Zealand,241,30170,43380,241,34989,43380,2009,2009,30170,28.258,0,34989,37.335,0,2009.0
2009-02-01,Virgin Australia,Papua New Guinea,16,764,2880,16,797,2880,2009,2009,764,0,0,797,4.086,0,2009.0
2009-02-01,Virgin Australia,Solomon Islands,8,505,1440,8,601,1440,2009,2009,505,0,0,601,2.448,0,2009.0
2009-02-01,Virgin Australia,Tonga,8,955,1440,8,860,1440,2009,2009,955,3.921,0,860,0.902,0,2009.0
2009-02-01,Virgin Australia,Vanuatu,20,1962,3600,20,1859,3600,2009,2009,1962,1.951,0,1859,5.769,0,2009.0
2009-02-01,Philippine Airlines,Philippines,28,6270,8456,28,5088,8456,2009,2009,6270,91.453,5.38,5088,92.143,0,2009.0
2009-02-01,Virgin Samoa,Western Samoa,16,1488,2880,16,1426,2880,2009,2009,1488,0.702,0,1426,1.128,0,2009.0
2009-02-01,Qantas Airways,Argentina,12,2924,4092,12,3802,4092,2009,2009,2875,13.632,0,3738,19.778,0.784,2009.0
2009-02-01,Qantas Airways,China,43,8782,9428,43,7272,9428,2009,2009,8613,399.745,16.622,7071,191.82,8.35,2009.0
2009-02-01,Qantas Airways,Germany,29,10994,11272,28,10242,11273,2009,2009,3782,170.694,3.657,3696,22.007,44.411,2009.0
2009-02-01,Qantas Airways,Hong Kong (SAR),86,24874,26329,85,19496,26094,2009,2009,27598,728.606,11.312,23416,1032.685,55.792,2009.0
2009-02-01,Qantas Airways,India,12,2465,2820,12,2286,2811,2009,2009,2140,47.795,0,2005,23.792,4.158,2009.0
2009-02-01,Qantas Airways,Indonesia,16,4206,4628,16,2767,4628,2009,2009,3921,44.587,0,2657,129.674,3.071,2009.0
2009-02-01,Qantas Airways,Japan,40,10632,11043,40,9482,11039,2009,2009,10360,111.25,50.254,9175,100.945,55.218,2009.0
2009-02-01,Qantas Airways,New Caledonia,16,1961,3082,16,2850,3076,2009,2009,1650,0.712,0.21,2411,12.08,1.994,2009.0
2009-02-01,Qantas Airways,New Zealand,339,47810,59204,340,51195,60377,2009,2009,46456,1387.838,0,49758,1252.094,161.958,2009.0
2009-02-01,Qantas Airways,Philippines,16,3600,3668,16,3385,3664,2009,2009,3221,17.977,4.63,3180,46.991,2.156,2009.0
2009-02-01,Qantas Airways,Singapore,95,24829,27915,95,17625,27912,2009,2009,39065,1131.04,30.282,30833,1785.134,140.194,2009.0
2009-02-01,Qantas Airways,South Africa,24,7498,8436,24,6115,8436,2009,2009,6442,99.834,4.206,5343,88.025,9.381,2009.0
2009-02-01,Qantas Airways,UK,108,36533,39107,107,34229,38753,2009,2009,14998,349.012,55.962,13666,105.618,131.697,2009.0
2009-02-01,Qantas Airways,USA,179,49280,60628,178,42906,60275,2009,2009,41074,1348.589,169.21,33881,471.154,162.977,2009.0
2009-02-01,Royal Brunei Airlines,Brunei,56,6625,9942,51,3822,8952,2009,2009,6625,49.288,0.086,3822,105.85,0,2009.0
2009-02-01,Royal Brunei Airlines,New Zealand,12,1290,2427,16,1083,3168,2009,2009,1290,77.128,0,1083,56.363,0,2009.0
2009-02-01,Singapore Airlines,New Zealand,4,..,-,4,..,-,2009,2009,..,100.508,0,..,257.141,0,2009.0
2009-02-01,Singapore Airlines,Singapore,366,108146,121893,366,79581,121990,2009,2009,108146,3690.327,112.517,79581,4943.99,0.72,2009.0
2009-02-01,SkyAirWorld,Solomon Islands,2,89,188,2,73,188,2009,2009,89,0,0,73,0,0,2009.0
2009-02-01,Solomon Airlines,Solomon Islands,4,221,488,4,266,488,2009,2009,221,3.92,0,266,6.863,0,2009.0
2009-02-01,South African Airways,South Africa,20,5153,6340,20,3524,6340,2009,2009,5153,27.063,3.844,3524,121.398,1.617,2009.0
2009-02-01,Tasman Cargo Airlines,New Zealand,16,..,-,16,..,-,2009,2009,..,274.783,0,..,250.049,0,2009.0
2009-02-01,Thai Airways International,Thailand,160,41992,48928,160,29722,48928,2009,2009,41992,1351.996,147.548,29722,1885.554,2.428,2009.0
2009-02-01,Tiger Airways,Singapore,28,4486,5040,28,3105,5040,2009,2009,4486,0,0,3105,0,0,2009.0
2009-02-01,United Airlines,USA,56,16906,20944,55,13420,20570,2009,2009,16906,44.01,70.042,13420,501.812,10.367,2009.0
2009-02-01,United Parcel Service,Hong Kong (SAR),-,..,-,4,..,..,2009,2009,..,..,..,..,4.668,0,2009.0
2009-02-01,United Parcel Service,Singapore,-,..,-,4,..,..,2009,2009,..,..,..,..,93.164,0,2009.0
2009-02-01,United Parcel Service,USA,20,..,..,-,..,-,2009,2009,..,902.902,0,..,..,..,2009.0
2009-02-01,V Australia,USA,1,90,361,1,137,361,2009,2009,90,21.281,0,137,13.58,0,2009.0
2009-02-01,Vietnam Airlines,Vietnam,32,10179,10816,32,5596,10816,2009,2009,10179,137.497,0,5596,86.917,0,2009.0
2009-02-01,Virgin Atlantic Airways,UK,28,7880,8568,28,5970,8568,2009,2009,3852,33.272,0,3028,55.294,0,2009.0
2009-03-01,Aerolineas Argentinas,Argentina,18,3488,4446,18,2790,4446,2009,2009,2775,11.312,0.9,1781,9.778,0,2009.0
2009-03-01,Air Caledonie,New Caledonia,27,3390,4567,26,3215,4296,2009,2009,3390,4.624,0.518,3215,72.479,0.984,2009.0
2009-03-01,Air Canada,Canada,28,4998,7540,27,5515,7233,2009,2009,4998,201.361,0,5515,145.033,0.028,2009.0
2009-03-01,Air China,China,48,9346,11520,48,7004,11520,2009,2009,9346,305.973,24.468,7004,128.477,3.109,2009.0
2009-03-01,Air Mauritius,Mauritius,10,1494,2940,9,1412,2646,2009,2009,1494,32.49,0.688,1412,53.768,0,2009.0
2009-03-01,Air New Zealand,Germany,6,..,..,-,..,-,2009,2009,..,11.257,0,..,..,..,2009.0
2009-03-01,Air New Zealand,New Zealand,683,95820,124042,682,86923,123976,2009,2009,95820,1663.463,238.288,86923,1444.168,2.537,2009.0
2009-03-01,Air Niugini,Papua New Guinea,112,7099,14220,108,7342,13828,2009,2009,7099,58.292,2.457,7342,219.071,12.914,2009.0
2009-03-01,Fiji Airways,Fiji,75,10221,20273,75,10976,20273,2009,2009,,,,,,,
2009-03-01,Air Tahiti Nui,Tahiti,4,638,1176,4,581,1176,2009,2009,638,11.231,0,581,33.895,0,2009.0
2009-03-01,Air Vanuatu,Vanuatu,39,3098,6630,39,3165,6630,2009,2009,3098,14.185,0,3165,50.292,0,2009.0
2009-03-01,AirAsia X,Malaysia,76,17976,29108,76,17132,29108,2009,2009,17976,126.511,0,17132,19.639,0,2009.0
2009-03-01,Airlines PNG,Papua New Guinea,32,383,1184,32,411,1184,2009,2009,383,1.372,0.014,411,4.964,0.015,2009.0
2009-03-01,Asiana Airlines,Korea,31,6790,9610,31,6419,9610,2009,2009,6790,210.449,22.453,6419,95.852,0,2009.0
2009-03-01,British Airways,UK,62,14629,17267,62,15922,17267,2009,2009,8063,300.853,63.783,9490,135.262,0,2009.0
2009-03-01,Cargolux Airlines Intl,Luxembourg,4,..,-,5,..,-,2009,2009,..,102.769,0,..,0,0,2009.0
2009-03-01,Cathay Pacific Airways,Hong Kong (SAR),301,56203,78408,301,53132,78368,2009,2009,56203,3571.388,80.761,53132,3803.033,26.838,2009.0
2009-03-01,China Airlines,Taiwan,32,7073,9806,32,7303,9806,2009,2009,7073,85.271,10.242,7303,40.245,0.409,2009.0
2009-03-01,China Eastern Airlines,China,39,6434,11101,39,4487,11101,2009,2009,6434,143.948,11.405,4487,89.32,3.43,2009.0
2009-03-01,China Southern Airlines,China,31,6586,7874,31,5970,7874,2009,2009,6586,361.074,18.67,5970,7.795,4.312,2009.0
2009-03-01,Continental Micronesia,Guam,15,2066,2310,15,1913,2310,2009,2009,2066,0.045,0.002,1913,7.518,0.009,2009.0
2009-03-01,Emirates,New Zealand,123,24712,38120,123,21259,38120,2009,2009,24712,946.884,0.084,21259,832.905,0,2009.0
2009-03-01,Emirates,United Arab Emirates,279,48226,85136,279,50982,85136,2009,2009,43264,1344.371,203.254,46582,2163.848,0.349,2009.0
2009-03-01,Etihad Airways,United Arab Emirates,64,10853,18542,64,14584,18542,2009,2009,10121,461.904,18.437,13803,546.803,15.28,2009.0
2009-03-01,Eva Air,Taiwan,13,2372,3276,13,2199,3276,2009,2009,2372,84.892,4.346,2199,30.718,1.334,2009.0
2009-03-01,Federal Express Corporation,China,-,..,-,22,..,..,2009,2009,..,..,..,..,360.796,0,2009.0
2009-03-01,Federal Express Corporation,USA,22,..,..,-,..,-,2009,2009,..,748.2,11.49,..,..,..,2009.0
2009-03-01,Garuda Indonesia,Indonesia,127,12780,23717,126,12948,23424,2009,2009,12780,192.575,7.619,12948,108.867,0.019,2009.0
2009-03-01,Hawaiian Airlines,USA,13,1462,3272,13,1516,3272,2009,2009,1462,2.792,2.939,1516,33.15,0,2009.0
2009-03-01,JALways,Japan,60,15006,21164,60,16019,21708,2009,2009,15006,216.676,75.813,16019,252.067,0.091,2009.0
2009-03-01,Jetstar,Indonesia,87,13065,18258,88,13631,18435,2009,2009,13065,130.889,0,13631,15.624,0.458,2009.0
2009-03-01,Jetstar,Japan,85,20476,25662,85,20782,25662,2009,2009,20476,143.027,22.659,20782,149.579,7.562,2009.0
2009-03-01,Jetstar,New Zealand,124,16618,21948,124,16013,21948,2009,2009,16618,33.259,0,16013,27.381,0,2009.0
2009-03-01,Jetstar,Singapore,93,10701,16239,93,9610,16239,2009,2009,10701,24.614,0,9610,8.346,11.162,2009.0
2009-03-01,Jetstar,Thailand,27,5444,8127,27,5065,8127,2009,2009,5444,168.651,1.447,5065,91.351,1.099,2009.0
2009-03-01,Jetstar,USA,15,2879,4500,15,3017,4500,2009,2009,2879,53.062,1.07,3017,80.666,0.362,2009.0
2009-03-01,Jetstar,Vietnam,22,2267,3533,22,1727,3533,2009,2009,2267,13.054,0,1727,0.284,0,2009.0
2009-03-01,Korean Air,Korea,66,10009,17425,67,11285,17602,2009,2009,10009,848.339,110.407,11285,483.43,3.05,2009.0
2009-03-01,LATAM Airlines,Chile,27,4916,6913,27,5607,6913,2009,2009,,,,,,,
2009-03-01,Malaysia Airlines,Malaysia,170,29568,48345,171,33098,48562,2009,2009,29568,2029.105,12.7,33098,1367.913,0,2009.0
2009-03-01,Nauru Airlines,Nauru,8,687,1000,8,783,1000,2009,2009,,,,,,,
2009-03-01,OzJet,Indonesia,8,565,848,8,581,848,2009,2009,565,0,0,581,0,0,2009.0
2009-03-01,Pacific Air Express,Solomon Islands,4,..,-,4,..,-,2009,2009,..,2.199,0,..,42.356,0,2009.0
2009-03-01,Virgin Australia,Fiji,63,8253,11340,63,8230,11340,2009,2009,8253,5.005,0,8230,29.633,0,2009.0
2009-03-01,Virgin Australia,Indonesia,49,7105,8820,49,7149,8820,2009,2009,7105,0,0,7149,0,0,2009.0
2009-03-01,Virgin Australia,New Zealand,276,36886,49680,275,33860,49500,2009,2009,36886,34.521,0,33860,37.332,0,2009.0
2009-03-01,Virgin Australia,Papua New Guinea,18,835,3240,18,923,3240,2009,2009,835,0,0,923,7.492,0,2009.0
2009-03-01,Virgin Australia,Solomon Islands,9,837,1620,9,757,1620,2009,2009,837,0,0,757,3.739,0,2009.0
2009-03-01,Virgin Australia,Tonga,9,666,1620,9,729,1620,2009,2009,666,1.181,0,729,2.896,0,2009.0
2009-03-01,Virgin Australia,Vanuatu,22,2433,3960,21,2303,3780,2009,2009,2433,2.319,0,2303,6.36,0,2009.0
2009-03-01,Philippine Airlines,Philippines,31,5016,9362,31,5319,9362,2009,2009,5016,78.443,4.465,5319,46.92,1.666,2009.0
2009-03-01,Virgin Samoa,Western Samoa,18,1593,3240,18,1452,3240,2009,2009,1593,0.51,0,1452,1.187,0,2009.0
2009-03-01,Qantas Airways,Argentina,13,3160,4281,13,3662,4281,2009,2009,3104,20.684,0,3545,26.191,0.876,2009.0
2009-03-01,Qantas Airways,China,46,7151,9898,48,6836,9898,2009,2009,7084,615.345,23.984,6712,176.517,9.769,2009.0
2009-03-01,Qantas Airways,Germany,31,11046,12443,31,10994,12344,2009,2009,3563,115.206,3.916,4044,25.423,52.271,2009.0
2009-03-01,Qantas Airways,Hong Kong (SAR),86,20644,25733,86,20830,25732,2009,2009,23961,1258.853,13.564,23508,821.513,66.571,2009.0
2009-03-01,Qantas Airways,India,13,2432,3053,13,2319,3040,2009,2009,2050,45.883,0,1900,18.194,4.429,2009.0
2009-03-01,Qantas Airways,Indonesia,18,3568,5346,18,3290,5346,2009,2009,3365,54.174,0,3138,156.178,3.035,2009.0
2009-03-01,Qantas Airways,Japan,44,9355,12049,45,10683,12385,2009,2009,9008,128.524,44.406,10140,139.654,65.682,2009.0
2009-03-01,Qantas Airways,New Caledonia,18,2307,3324,18,2365,3323,2009,2009,2076,1.989,0.175,2148,13.676,3.312,2009.0
2009-03-01,Qantas Airways,New Zealand,375,56390,64942,375,50391,66020,2009,2009,53301,1312.128,0,50755,1407.354,197.989,2009.0
2009-03-01,Qantas Airways,Philippines,18,4050,4126,18,3893,4118,2009,2009,3746,26.754,4.725,3566,53.774,2.041,2009.0
2009-03-01,Qantas Airways,Singapore,107,22042,30294,107,22142,30294,2009,2009,37462,1564.592,30.861,37446,2025.173,163.228,2009.0
2009-03-01,Qantas Airways,South Africa,26,7757,9106,26,7449,9106,2009,2009,6796,91.569,4.502,6511,71.962,10.622,2009.0
2009-03-01,Qantas Airways,UK,119,35799,43196,120,41209,43659,2009,2009,15817,376.534,55.21,18639,114.616,145.625,2009.0
2009-03-01,Qantas Airways,USA,200,45091,64675,197,51794,64935,2009,2009,37167,1615.147,195.942,43585,471.386,188.052,2009.0
2009-03-01,Royal Brunei Airlines,Brunei,61,4398,10399,56,4667,9409,2009,2009,4398,45.084,0.082,4667,115.841,0,2009.0
2009-03-01,Royal Brunei Airlines,New Zealand,13,1579,2574,18,904,3564,2009,2009,1579,54.835,0,904,50.094,0,2009.0
2009-03-01,Singapore Airlines,New Zealand,4,..,-,5,..,-,2009,2009,..,136.979,0,..,207.337,0,2009.0
2009-03-01,Singapore Airlines,Singapore,374,87665,123620,368,88818,123658,2009,2009,87665,4621.113,125.814,88818,4850.947,1.093,2009.0
2009-03-01,Solomon Airlines,Solomon Islands,7,361,860,7,435,860,2009,2009,361,4.746,0,435,4.56,0,2009.0
2009-03-01,South African Airways,South Africa,22,4771,6910,22,4256,6910,2009,2009,4771,30.42,6.452,4256,143.858,1.442,2009.0
2009-03-01,Tasman Cargo Airlines,New Zealand,17,..,-,17,..,-,2009,2009,..,290.742,0,..,264.383,0,2009.0
2009-03-01,Thai Airways International,Thailand,177,35488,54282,177,32040,54282,2009,2009,35488,1387.495,154.441,32040,2473.414,5.586,2009.0
2009-03-01,Tiger Airways,Singapore,31,4086,5580,31,3947,5580,2009,2009,4086,0,0,3947,0,0,2009.0
2009-03-01,United Airlines,USA,62,15491,23188,62,18085,23188,2009,2009,15491,79.28,65.436,18085,494.153,3.788,2009.0
2009-03-01,United Parcel Service,Hong Kong (SAR),-,..,-,4,..,..,2009,2009,..,..,..,..,5.695,0,2009.0
2009-03-01,United Parcel Service,Singapore,-,..,-,4,..,..,2009,2009,..,..,..,..,97.25,0,2009.0
2009-03-01,United Parcel Service,USA,25,..,..,-,..,-,2009,2009,..,958.958,0,..,..,..,2009.0
2009-03-01,V Australia,USA,18,3308,6498,19,4649,6859,2009,2009,3308,106.712,0,4649,86.1,0,2009.0
2009-03-01,Vietnam Airlines,Vietnam,35,8062,11830,35,6829,11830,2009,2009,8062,193.453,0,6829,164.282,0,2009.0
2009-03-01,Virgin Atlantic Airways,UK,31,5942,9486,31,6543,9486,2009,2009,2692,35.29,0,3992,29.653,0,2009.0
2009-04-01,Aerolineas Argentinas,Argentina,17,4001,4199,17,3745,4199,2009,2009,1809,3.855,0.84,1449,9.093,0,2009.0
2009-04-01,Air Austral,France,6,358,2184,5,381,1820,2009,2009,12,0,0,52,1.847,0,2009.0
2009-04-01,Air Caledonie,New Caledonia,29,3691,4504,30,3569,4704,2009,2009,3691,4.241,0.417,3569,87.188,1,2009.0
2009-04-01,Air Canada,Canada,28,4464,7510,28,5822,7475,2009,2009,4464,250.357,0.021,5822,226.175,0.016,2009.0
2009-04-01,Air China,China,47,9250,11280,47,8470,11280,2009,2009,9250,352.109,18.013,8470,165.912,4.372,2009.0
2009-04-01,Air Mauritius,Mauritius,8,1456,2384,9,1787,2682,2009,2009,1456,28.999,0.341,1787,45.323,0,2009.0
2009-04-01,Air New Zealand,New Zealand,621,96785,113449,620,90610,113221,2009,2009,96785,1248.674,251.241,90610,1195.498,3.449,2009.0
2009-04-01,Air Niugini,Papua New Guinea,106,7757,13568,106,7714,13427,2009,2009,7757,67.191,1.16,7714,216.993,15.942,2009.0
2009-04-01,Fiji Airways,Fiji,83,13254,23420,83,14353,23420,2009,2009,,,,,,,
2009-04-01,Air Tahiti Nui,Tahiti,1,39,294,1,164,294,2009,2009,39,0,0,164,0,0,2009.0
2009-04-01,Air Vanuatu,Vanuatu,39,3324,6630,38,3536,6460,2009,2009,3324,21.077,0,3536,39.473,0,2009.0
2009-04-01,AirAsia X,Malaysia,77,18647,29491,77,18466,29491,2009,2009,18647,169.696,0,18466,28.326,0,2009.0
2009-04-01,Airlines PNG,Papua New Guinea,32,455,1184,31,431,1147,2009,2009,455,0.807,0.015,431,4.66,0.014,2009.0
2009-04-01,Asiana Airlines,Korea,30,6907,9300,30,6985,9300,2009,2009,6907,186.772,25.243,6985,84.117,0,2009.0
2009-04-01,British Airways,UK,60,13306,16710,60,15552,16710,2009,2009,6961,238.477,57.901,9791,112.386,0,2009.0
2009-04-01,Cargolux Airlines Intl,Luxembourg,4,..,-,4,..,-,2009,2009,..,100.283,0,..,0,0,2009.0
2009-04-01,Cathay Pacific Airways,Hong Kong (SAR),290,62994,75742,290,63885,75782,2009,2009,62994,2825.632,140.602,63885,2885.312,24.127,2009.0
2009-04-01,China Airlines,Taiwan,43,10424,12984,43,10730,12984,2009,2009,10424,109.723,31.228,10730,34.619,0,2009.0
2009-04-01,China Eastern Airlines,China,37,6433,10144,37,5960,10144,2009,2009,6433,165.189,10.45,5960,95.939,4.936,2009.0
2009-04-01,China Southern Airlines,China,30,6475,7620,30,5184,7620,2009,2009,6475,347.055,14.561,5184,7.715,5.269,2009.0
2009-04-01,Continental Micronesia,Guam,18,1432,2772,17,1416,2618,2009,2009,1432,0.382,0.002,1416,1.109,0.006,2009.0
2009-04-01,Emirates,New Zealand,120,25162,37240,120,22135,37240,2009,2009,25162,821.054,0,22135,788.593,0,2009.0
2009-04-01,Emirates,United Arab Emirates,270,47961,82602,270,53796,82602,2009,2009,41397,1136.463,112.58,48563,1622.721,0.581,2009.0
2009-04-01,Etihad Airways,United Arab Emirates,90,13066,24174,90,18602,24174,2009,2009,12517,459.456,61.761,18147,553.667,19.74,2009.0
2009-04-01,Eva Air,Taiwan,13,2721,3276,13,2560,3276,2009,2009,2721,92.021,5.395,2560,26.762,1.051,2009.0
2009-04-01,Federal Express Corporation,China,-,..,-,22,..,..,2009,2009,..,..,..,..,187.771,0,2009.0
2009-04-01,Federal Express Corporation,USA,22,..,..,-,..,-,2009,2009,..,694.526,11.95,..,..,..,2009.0
2009-04-01,Garuda Indonesia,Indonesia,124,15468,23075,124,16375,23075,2009,2009,15468,208.975,13.426,16375,128.556,0.014,2009.0
2009-04-01,Hawaiian Airlines,USA,13,1718,3279,13,2041,3279,2009,2009,1718,1.981,2.379,2041,29.848,0.452,2009.0
2009-04-01,JALways,Japan,60,10238,14400,60,10043,14400,2009,2009,10238,170.89,82.076,10043,350.903,1.352,2009.0
2009-04-01,Jetstar,Indonesia,82,12742,17373,82,13788,17373,2009,2009,12742,174.278,0,13788,17.397,0.391,2009.0
2009-04-01,Jetstar,Japan,88,17838,26574,88,16182,26580,2009,2009,17838,205.922,8.05,16182,243.891,10.042,2009.0
2009-04-01,Jetstar,New Zealand,121,15917,21417,121,16148,21417,2009,2009,15917,27.026,0,16148,28.273,0,2009.0
2009-04-01,Jetstar,Singapore,90,10701,15804,90,10737,15804,2009,2009,10701,27.882,0,10737,6.604,11.382,2009.0
2009-04-01,Jetstar,Thailand,26,5819,7826,26,6254,7826,2009,2009,5819,131.998,0,6254,129.903,1.591,2009.0
2009-04-01,Jetstar,USA,17,2954,5100,17,3352,5100,2009,2009,2954,25.871,1.952,3352,61.94,0.771,2009.0
2009-04-01,Jetstar,Vietnam,21,1539,3375,21,1733,3375,2009,2009,1539,10.382,0,1733,0.525,0,2009.0
2009-04-01,Korean Air,Korea,65,9573,14800,65,11196,14722,2009,2009,9573,705.644,104.117,11196,392.984,3.242,2009.0
2009-04-01,LATAM Airlines,Chile,25,5952,6414,26,6130,6656,2009,2009,,,,,,,
2009-04-01,Malaysia Airlines,Malaysia,174,35721,49438,171,38156,49037,2009,2009,35721,2073.837,11.96,38156,1213.747,0,2009.0
2009-04-01,Nauru Airlines,Nauru,8,708,1000,8,760,1000,2009,2009,,,,,,,
2009-04-01,OzJet,Indonesia,13,776,1378,13,778,1378,2009,2009,776,0,0,778,0,0,2009.0
2009-04-01,Pacific Air Express,Solomon Islands,5,..,-,5,..,-,2009,2009,..,5.129,0,..,44.986,0,2009.0
2009-04-01,Virgin Australia,Fiji,66,7895,11880,66,8078,11880,2009,2009,7895,4.691,0,8078,26.097,0,2009.0
2009-04-01,Virgin Australia,Indonesia,55,7172,9900,56,7770,10080,2009,2009,7172,0,0,7770,0,0,2009.0
2009-04-01,Virgin Australia,New Zealand,261,36454,46980,261,35154,46980,2009,2009,36454,53.596,0,35154,29.499,0,2009.0
