Month,Scheduled Operator,Country to/from,FLTS IN,PAX IN,SEATS IN,FLTS OUT,PAX OUT,SEATS OUT,FIN_Y,CAL_Y,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year
2010-08-01,Pacific Air Express,Solomon Islands,4,..,-,4,..,-,2011,2010,..,4.261,0,..,53.995,0,2011.0
2010-08-01,Virgin Australia,Fiji,49,7496,8820,49,7570,8820,2011,2010,7496,0.015,0,7570,5.939,0,2011.0
2010-08-01,Virgin Australia,Indonesia,116,17055,20880,118,16711,21240,2011,2010,17055,0,0,16711,0,0,2011.0
2010-08-01,Virgin Australia,New Zealand,305,35957,54900,305,39639,54900,2011,2010,35957,80.312,0,39639,49.418,0,2011.0
2010-08-01,Virgin Australia,Papua New Guinea,18,1961,3240,18,2017,3240,2011,2010,1961,0.936,0,2017,15.916,0,2011.0
2010-08-01,Virgin Australia,Solomon Islands,9,804,1620,9,743,1620,2011,2010,804,0,0,743,6.794,0,2011.0
2010-08-01,Virgin Australia,Thailand,11,1271,1980,11,1168,1980,2011,2010,1271,0,0,1168,0,0,2011.0
2010-08-01,Virgin Australia,Tonga,9,1081,1620,9,1044,1620,2011,2010,1081,2.166,0,1044,1.038,0,2011.0
2010-08-01,Virgin Australia,Vanuatu,21,2684,3780,21,2581,3780,2011,2010,2684,0.83,0,2581,8.069,0,2011.0
2010-08-01,Philippine Airlines,Philippines,30,5612,10556,30,4501,10556,2011,2010,5612,472.449,2.094,4501,134.996,0,2011.0
2010-08-01,Virgin Samoa,Western Samoa,17,1672,3060,17,1701,3060,2011,2010,1672,3.726,0,1701,1.293,0,2011.0
2010-08-01,Qantas Airways,Argentina,13,2115,3978,13,2537,3989,2011,2010,2003,48.304,0,2267,53.486,0.874,2011.0
2010-08-01,Qantas Airways,China,31,6597,8925,34,6867,8953,2011,2010,6511,771.863,50.597,6637,229.217,4.509,2011.0
2010-08-01,Qantas Airways,Germany,31,10888,12485,31,10563,12494,2011,2010,3665,140.047,11.809,3998,17.307,43.155,2011.0
2010-08-01,Qantas Airways,Hong Kong (SAR),82,18303,24540,81,20328,24283,2011,2010,21332,1748.881,23.061,24503,353.428,33.457,2011.0
2010-08-01,Qantas Airways,India,13,3049,3821,13,3454,3856,2011,2010,284,42.302,0,256,6.473,0.843,2011.0
2010-08-01,Qantas Airways,Indonesia,18,3061,5329,18,3103,5344,2011,2010,2895,79.248,0,2921,149.379,3.298,2011.0
2010-08-01,Qantas Airways,Japan,44,10561,14644,45,13185,14943,2011,2010,10231,163.434,28.479,12679,225.736,41.036,2011.0
2010-08-01,Qantas Airways,New Caledonia,18,2355,3324,18,2089,3323,2011,2010,1928,1.126,0.331,1815,16.838,2.061,2011.0
2010-08-01,Qantas Airways,New Zealand,455,46934,63565,457,46965,65964,2011,2010,45448,927.898,3.892,45364,1377.359,165.083,2011.0
2010-08-01,Qantas Airways,Papua New Guinea,51,1658,3774,51,1524,3774,2011,2010,1658,0,0,1524,0,0,2011.0
2010-08-01,Qantas Airways,Philippines,18,3249,4120,18,2778,4120,2011,2010,2994,22.332,5.755,2636,69.602,2.006,2011.0
2010-08-01,Qantas Airways,Singapore,88,17698,25156,88,16805,26122,2011,2010,36043,1542.122,95.18,35308,1503.134,133.324,2011.0
2010-08-01,Qantas Airways,South Africa,26,6057,9157,26,6324,9169,2011,2010,5614,80.108,4.43,5931,41.528,9.278,2011.0
2010-08-01,Qantas Airways,Thailand,..,..,..,2,..,..,2011,2010,2950,99.16,4.327,2549,43.332,14.775,2011.0
2010-08-01,Qantas Airways,UK,119,33189,44691,120,38113,45235,2011,2010,15342,380.962,75.383,18323,76.025,102.658,2011.0
2010-08-01,Qantas Airways,USA,196,44466,55880,193,50861,56414,2011,2010,40290,2310.503,254.566,47706,225.75,146.353,2011.0
2010-08-01,Qatar Airways,Qatar,31,4686,8029,31,4282,8029,2011,2010,4686,320.325,0.243,4282,664.888,0.036,2011.0
2010-08-01,Royal Brunei Airlines,Brunei,49,7586,12000,49,6954,11920,2011,2010,7586,149.207,0.123,6954,123.822,0,2011.0
2010-08-01,Singapore Airlines,New Zealand,4,..,-,5,..,-,2011,2010,..,144.181,0,..,426.898,0,2011.0
2010-08-01,Singapore Airlines,Singapore,417,88121,126230,416,100829,126230,2011,2010,88121,5757.788,128.67,100829,3636.627,0.713,2011.0
2010-08-01,Solomon Airlines,Solomon Islands,13,1170,2028,13,1147,2028,2011,2010,1170,3.092,0,1147,14.637,0,2011.0
2010-08-01,South African Airways,South Africa,27,4147,7770,27,4176,7706,2011,2010,4147,34.511,1.146,4176,256.203,1.199,2011.0
2010-08-01,Strategic Airlines,Indonesia,17,1608,2652,18,1759,2808,2011,2010,,,,,,,
2010-08-01,Tasman Cargo Airlines,New Zealand,17,..,-,17,..,-,2011,2010,..,285.589,0,..,268.546,0,2011.0
2010-08-01,Thai Airways International,Thailand,177,32575,54055,176,31165,53685,2011,2010,32575,2718.693,167.54,31165,956.842,5.339,2011.0
2010-08-01,Tiger Airways,Singapore,31,4490,5580,31,4439,5580,2011,2010,4490,0,0,4439,0,0,2011.0
2010-08-01,United Airlines,USA,61,19023,22814,61,21822,22814,2011,2010,19023,69.81,50.457,21822,506.013,2.227,2011.0
2010-08-01,United Parcel Service,China,-,..,-,23,..,..,2011,2010,..,..,..,..,3.25,0,2011.0
2010-08-01,United Parcel Service,Singapore,-,..,-,4,..,..,2011,2010,..,..,..,..,130.15,0,2011.0
2010-08-01,United Parcel Service,USA,31,..,..,-,..,-,2011,2010,..,1637.847,0,..,..,..,2011.0
2010-08-01,V Australia,Fiji,26,7625,9386,26,7072,9386,2011,2010,7625,102.498,0,7072,58.937,0,2011.0
2010-08-01,V Australia,South Africa,8,1759,2888,9,2029,3249,2011,2010,1759,32.59,0,2029,76.854,0,2011.0
2010-08-01,V Australia,Thailand,12,3764,4332,12,3440,4332,2011,2010,3764,168.777,0,3440,0.258,0,2011.0
2010-08-01,V Australia,USA,47,14543,16967,48,16730,17328,2011,2010,14543,290.293,0,16730,408.111,0,2011.0
2010-08-01,Vietnam Airlines,Vietnam,44,10114,13288,44,6597,13288,2011,2010,10114,409.842,0,6597,50.373,0,2011.0
2010-08-01,Virgin Atlantic Airways,UK,31,6444,9548,31,6783,9548,2011,2010,2217,31.963,0,2922,35.306,0,2011.0
2010-09-01,Aerolineas Argentinas,Argentina,13,2758,3211,13,2533,3211,2011,2010,768,6.422,1.99,1122,40.59,0,2011.0
2010-09-01,Air Austral,France,8,502,2912,8,863,2912,2011,2010,43,0,0,61,4.22,0,2011.0
2010-09-01,Air Caledonie,New Caledonia,32,3703,4922,33,4083,5002,2011,2010,3703,2.382,0.7,4083,104.282,3.826,2011.0
2010-09-01,Air Canada,Canada,30,7677,8100,31,6797,8370,2011,2010,7677,200.765,35.255,6797,186.413,0.009,2011.0
2010-09-01,Air China,China,49,9886,11760,49,10237,11760,2011,2010,9886,439.486,40.37,10237,179.716,7.784,2011.0
2010-09-01,Air Mauritius,Mauritius,8,1517,2292,9,1879,2590,2011,2010,1517,33.176,0.003,1879,22.497,0.005,2011.0
2010-09-01,Air New Zealand,New Zealand,611,93168,110650,611,91689,110654,2011,2010,92613,1735.011,280.379,91030,1793.179,4.408,2011.0
2010-09-01,Air Niugini,Papua New Guinea,87,7793,12653,87,8156,12490,2011,2010,7793,103.604,1.668,8156,283.195,9.874,2011.0
2010-09-01,Fiji Airways,Fiji,86,17617,23790,86,19149,23790,2011,2010,,,,,,,
2010-09-01,Air Vanuatu,Vanuatu,43,4305,7310,43,4658,7310,2011,2010,4305,16.459,8.358,4658,7.608,3.576,2011.0
2010-09-01,AirAsia X,Malaysia,116,34419,43732,116,38125,43732,2011,2010,34419,1086,0,38125,134,0,2011.0
2010-09-01,Airlines PNG,Papua New Guinea,8,150,296,8,163,296,2011,2010,150,0.827,0.006,163,3.972,0.008,2011.0
2010-09-01,Asiana Airlines,Korea,30,6630,9300,30,7052,9300,2011,2010,6630,173.112,27.67,7052,90.818,0,2011.0
2010-09-01,British Airways,UK,60,15244,16710,60,14412,16710,2011,2010,9178,323.674,31.673,9129,68.844,0,2011.0
2010-09-01,Cathay Pacific Airways,Hong Kong (SAR),274,57418,70302,274,56928,70302,2011,2010,57418,3995.272,292.349,56928,2272.747,29.122,2011.0
2010-09-01,China Airlines,Taiwan,30,7141,9084,30,7476,9084,2011,2010,7141,165.089,13.348,7476,66.823,0.828,2011.0
2010-09-01,China Eastern Airlines,China,38,8170,10939,38,8752,10939,2011,2010,8170,320.895,7.535,8752,99.991,0.468,2011.0
2010-09-01,China Southern Airlines,China,43,9033,11435,43,10140,11435,2011,2010,9033,504.379,39.471,10140,37.62,21.816,2011.0
2010-09-01,Continental Micronesia,Guam,18,1683,2369,17,1701,2246,2011,2010,1683,0.483,0.001,1701,2.557,0.011,2011.0
2010-09-01,Delta Air Lines,USA,30,6786,8340,30,7815,8340,2011,2010,6786,352.307,79.092,7815,214.14,0,2011.0
2010-09-01,Emirates,New Zealand,119,24337,43206,119,23513,43206,2011,2010,24337,1226.457,0,23513,812.857,0,2011.0
2010-09-01,Emirates,United Arab Emirates,300,76176,99950,300,76284,99950,2011,2010,62811,2350.493,150.96,64036,1773.933,0.399,2011.0
2010-09-01,Etihad Airways,United Arab Emirates,90,21900,24572,90,21911,24572,2011,2010,21442,772.617,76.415,21478,879.168,23.061,2011.0
2010-09-01,Eva Air,Taiwan,9,1682,2268,9,1724,2268,2011,2010,1682,93.999,7.762,1724,40.26,0,2011.0
2010-09-01,Federal Express Corporation,China,-,..,-,22,..,..,2011,2010,..,..,..,..,4.342,0,2011.0
2010-09-01,Federal Express Corporation,USA,26,..,..,-,..,-,2011,2010,..,870.355,13.747,..,..,..,2011.0
2010-09-01,Garuda Indonesia,Indonesia,120,18914,24912,120,20124,24912,2011,2010,18914,509.049,10.892,20124,100.277,0,2011.0
2010-09-01,Hawaiian Airlines,USA,13,2782,3308,13,2967,3308,2011,2010,2782,2.956,0.488,2967,30.075,0,2011.0
2010-09-01,Indonesia AirAsia,Indonesia,90,14341,16200,90,15247,16200,2011,2010,14341,0,0,15247,0,0,2011.0
2010-09-01,JALways,Japan,60,11158,14451,60,12007,14454,2011,2010,11158,448.091,166.419,12007,326.129,2.093,2011.0
2010-09-01,Jetstar,Fiji,17,2112,3006,17,2171,3006,2011,2010,2112,0,0,2171,0,0,2011.0
2010-09-01,Jetstar,Indonesia,85,17553,21050,83,18144,20456,2011,2010,20776,265.55,0,22014,13.383,0.601,2011.0
2010-09-01,Jetstar,Japan,97,21919,29301,98,24850,29631,2011,2010,21919,571.771,2.606,24850,143.321,15.082,2011.0
2010-09-01,Jetstar,New Zealand,161,21023,28437,161,22776,28437,2011,2010,21023,18.927,0,22776,28.423,14.191,2011.0
2010-09-01,Jetstar,Singapore,115,15686,20438,114,16566,20261,2011,2010,12463,26.655,0,12696,23.821,9.398,2011.0
2010-09-01,Jetstar,Thailand,26,6389,7826,26,6219,7834,2011,2010,6389,221.119,0,6219,51.036,1.145,2011.0
2010-09-01,Jetstar,USA,22,5439,6600,22,5826,6600,2011,2010,5439,191.823,5.06,5826,41.267,0.633,2011.0
2010-09-01,Jetstar,Vietnam,17,1766,2762,17,2188,2762,2011,2010,1766,6.517,0,2188,0,0,2011.0
2010-09-01,Korean Air,Korea,64,11566,14336,64,11558,14336,2011,2010,11566,891.246,83.316,11558,451.919,3.049,2011.0
2010-09-01,LATAM Airlines,Chile,22,4180,5642,22,4533,5642,2011,2010,,,,,,,
2010-09-01,Malaysia Airlines,Malaysia,190,43835,52779,185,46838,52369,2011,2010,43835,2895.834,21.63,46838,715.535,0,2011.0
2010-09-01,Nauru Airlines,Nauru,4,180,504,4,232,504,2011,2010,,,,,,,
2010-09-01,Pacific Air Express,Papua New Guinea,9,..,-,9,..,-,2011,2010,..,0.01,0,..,96.765,0,2011.0
2010-09-01,Pacific Air Express,Solomon Islands,5,..,-,5,..,-,2011,2010,..,5.536,0,..,62.645,0,2011.0
2010-09-01,Virgin Australia,Fiji,48,6883,8640,48,6890,8640,2011,2010,6883,0.129,0,6890,3.938,0,2011.0
2010-09-01,Virgin Australia,Indonesia,119,16327,21420,120,15512,21600,2011,2010,16327,0,0,15512,0,0,2011.0
2010-09-01,Virgin Australia,New Zealand,292,36201,52560,292,40282,52560,2011,2010,36201,77.689,0,40282,40.145,0,2011.0
2010-09-01,Virgin Australia,Papua New Guinea,17,1998,3060,17,2240,3060,2011,2010,1998,0.512,0,2240,15.151,0,2011.0
2010-09-01,Virgin Australia,Solomon Islands,9,1028,1620,9,1099,1620,2011,2010,1028,0,0,1099,4.65,0,2011.0
2010-09-01,Virgin Australia,Thailand,13,1480,2340,13,1524,2340,2011,2010,1480,0,0,1524,0,0,2011.0
2010-09-01,Virgin Australia,Tonga,9,1205,1620,9,1217,1620,2011,2010,1205,1.849,0,1217,2.862,0,2011.0
2010-09-01,Virgin Australia,Vanuatu,22,2766,3960,22,2989,3960,2011,2010,2766,2.042,0,2989,10.142,0,2011.0
2010-09-01,Philippine Airlines,Philippines,28,5240,9884,28,5459,9884,2011,2010,5240,407.577,1.595,5459,152.408,0.378,2011.0
2010-09-01,Virgin Samoa,Western Samoa,17,1722,3060,17,1941,3060,2011,2010,1722,1.505,0,1941,1.835,0,2011.0
2010-09-01,Qantas Airways,Argentina,13,2638,3964,13,3042,3991,2011,2010,2533,46.011,0,2905,59.049,0.812,2011.0
2010-09-01,Qantas Airways,China,30,6619,8624,30,6808,8615,2011,2010,6551,818.548,57.117,6632,251.369,3.35,2011.0
2010-09-01,Qantas Airways,Germany,30,11282,11935,30,10869,11939,2011,2010,3722,113.185,8.697,3419,22.579,37.088,2011.0
2010-09-01,Qantas Airways,Hong Kong (SAR),79,18763,22800,79,16659,22801,2011,2010,22656,1525.245,23.377,20935,407.857,27.984,2011.0
2010-09-01,Qantas Airways,India,13,3414,3852,13,3380,3858,2011,2010,412,42.003,0,337,1.714,0.563,2011.0
2010-09-01,Qantas Airways,Indonesia,19,4234,5615,19,4315,5642,2011,2010,3903,88.186,0,4153,107.181,2.499,2011.0
2010-09-01,Qantas Airways,Japan,43,10412,14361,42,12040,14124,2011,2010,10158,181.731,32.487,11549,252.714,35.162,2011.0
2010-09-01,Qantas Airways,New Caledonia,16,2234,2925,16,2244,2924,2011,2010,2058,0.861,0.25,2014,10.197,2.276,2011.0
2010-09-01,Qantas Airways,New Zealand,449,51349,63092,448,51104,65443,2011,2010,50321,808.223,4.899,49331,1464.567,149.716,2011.0
2010-09-01,Qantas Airways,Papua New Guinea,51,2190,3774,51,2014,3774,2011,2010,2190,0,0,2014,0,0,2011.0
2010-09-01,Qantas Airways,Philippines,17,3112,3891,17,3034,3893,2011,2010,2894,35.187,7.189,2883,55.709,1.666,2011.0
2010-09-01,Qantas Airways,Singapore,89,21017,26068,89,19615,26416,2011,2010,40987,1515.108,96.866,40157,1435.229,115.522,2011.0
2010-09-01,Qantas Airways,South Africa,28,7749,9826,28,7845,9836,2011,2010,7200,82.789,4.291,7235,84.517,8.896,2011.0
2010-09-01,Qantas Airways,Thailand,..,..,..,3,..,..,2011,2010,2970,98.77,5.688,2537,67.261,12.352,2011.0
2010-09-01,Qantas Airways,UK,116,38393,43392,117,38422,43902,2011,2010,18584,369.256,67.546,18167,96.898,92.261,2011.0
2010-09-01,Qantas Airways,USA,200,48832,56543,196,50682,56366,2011,2010,44875,2415.692,266.394,47646,299.033,133.983,2011.0
2010-09-01,Qatar Airways,Qatar,30,5835,7770,30,4733,7770,2011,2010,5835,331.268,0.122,4733,482.946,0.031,2011.0
2010-09-01,Royal Brunei Airlines,Brunei,44,7202,10224,44,7084,10224,2011,2010,7202,139.683,0.156,7084,147.595,0,2011.0
2010-09-01,Singapore Airlines,New Zealand,5,..,-,4,..,-,2011,2010,..,162.112,0,..,452.911,0,2011.0
2010-09-01,Singapore Airlines,Singapore,404,102988,122220,406,106182,122172,2011,2010,102988,6097.856,102.191,106182,3836.971,0.653,2011.0
2010-09-01,Solomon Airlines,Solomon Islands,13,1331,2028,13,1241,2028,2011,2010,1331,3.629,0,1241,11.854,0,2011.0
2010-09-01,South African Airways,South Africa,28,4985,7645,28,5451,7709,2011,2010,4985,39.531,2.073,5451,337.984,0.733,2011.0
2010-09-01,Strategic Airlines,Indonesia,18,1909,2808,18,1932,2808,2011,2010,,,,,,,
2010-09-01,Tasman Cargo Airlines,New Zealand,22,..,-,22,..,-,2011,2010,..,498.919,0,..,321.684,0,2011.0
2010-09-01,Thai Airways International,Thailand,172,35428,53243,171,37239,52944,2011,2010,35428,2738.43,172.049,37239,975.547,4.429,2011.0
2010-09-01,Tiger Airways,Singapore,30,3849,5400,30,4566,5400,2011,2010,3849,0,0,4566,0,0,2011.0
2010-09-01,United Airlines,USA,60,19908,22440,60,20443,22440,2011,2010,19908,57.983,57.175,20443,457.416,2.534,2011.0
2010-09-01,United Parcel Service,China,-,..,-,4,..,..,2011,2010,..,..,..,..,2.705,0,2011.0
2010-09-01,United Parcel Service,Singapore,-,..,-,4,..,..,2011,2010,..,..,..,..,104.415,0,2011.0
2010-09-01,United Parcel Service,USA,30,..,..,-,..,-,2011,2010,..,1643.49,0,..,..,..,2011.0
2010-09-01,V Australia,Fiji,25,7349,9025,25,7745,9025,2011,2010,7349,73.424,0,7745,33.931,0,2011.0
2010-09-01,V Australia,South Africa,9,2552,3249,8,2232,2888,2011,2010,2552,13.784,0,2232,31.044,0,2011.0
2010-09-01,V Australia,Thailand,13,3741,4693,13,4002,4693,2011,2010,3741,213.156,0,4002,0.122,0,2011.0
2010-09-01,V Australia,USA,48,15736,17328,47,15755,16967,2011,2010,15736,378.079,0,15755,397.111,0,2011.0
2010-09-01,Vietnam Airlines,Vietnam,42,7137,12411,43,9187,12677,2011,2010,7137,298.862,0,9187,65.993,0,2011.0
2010-09-01,Virgin Atlantic Airways,UK,30,7321,9240,30,6545,9240,2011,2010,2730,38.75,0,2168,28.888,0,2011.0
2010-10-01,Aerolineas Argentinas,Argentina,14,3259,3458,14,2701,3458,2011,2010,1539,19.456,2.19,1285,49.757,0,2011.0
2010-10-01,Air Austral,France,9,1277,3354,9,910,3354,2011,2010,104,1.386,0,24,5.6,0,2011.0
2010-10-01,Air Caledonie,New Caledonia,31,3457,4445,32,3341,4432,2011,2010,3457,2.491,0.914,3341,87.41,3.289,2011.0
2010-10-01,Air Canada,Canada,31,7887,8370,31,5156,8370,2011,2010,7887,267.578,45.062,5156,191.183,0.001,2011.0
2010-10-01,Air China,China,54,10235,12960,54,10411,12960,2011,2010,10235,338.045,34.625,10411,211.411,7.037,2011.0
2010-10-01,Air Mauritius,Mauritius,9,1950,2567,8,1357,2292,2011,2010,1950,57.946,0.091,1357,30.481,0,2011.0
2010-10-01,Air New Zealand,New Zealand,601,97766,112424,599,97932,112190,2011,2010,96742,1996.306,293.191,97164,1660.962,3.988,2011.0
2010-10-01,Air Niugini,Papua New Guinea,92,8214,12949,91,8123,12764,2011,2010,8214,69.633,0.825,8123,253.546,13.172,2011.0
2010-10-01,Fiji Airways,Fiji,89,21911,24988,89,19807,24988,2011,2010,,,,,,,
2010-10-01,Air Vanuatu,Vanuatu,45,5069,7650,45,4644,7650,2011,2010,5069,16.108,5.736,4644,37.534,2.153,2011.0
2010-10-01,AirAsia X,Malaysia,115,37291,43355,115,32564,43355,2011,2010,37291,1198.1,0,32564,117.2,0,2011.0
2010-10-01,Airlines PNG,Papua New Guinea,9,197,333,9,140,333,2011,2010,197,0.599,0.007,140,4.12,0.009,2011.0
2010-10-01,Asiana Airlines,Korea,31,9004,9610,31,7659,9610,2011,2010,9004,199.675,40.573,7659,149.67,0,2011.0
2010-10-01,British Airways,UK,62,16828,17267,62,10979,17267,2011,2010,10430,358.144,28.784,6279,122.135,0,2011.0
2010-10-01,Cathay Pacific Airways,Hong Kong (SAR),285,67812,73122,285,55969,73141,2011,2010,67812,4207.46,340.311,55969,2424.65,25.91,2011.0
2010-10-01,China Airlines,Taiwan,30,8031,9091,30,6299,9091,2011,2010,8031,177.276,13.481,6299,77.63,0.322,2011.0
2010-10-01,China Eastern Airlines,China,41,10606,11887,41,9231,11887,2011,2010,10606,318.202,14.55,9231,131.531,0.542,2011.0
2010-10-01,China Southern Airlines,China,45,10423,12247,45,10115,12247,2011,2010,10423,507.475,37.732,10115,45.584,24.419,2011.0
2010-10-01,Continental Micronesia,Guam,10,1019,1261,10,939,1261,2011,2010,1019,0,0.003,939,1.842,0.005,2011.0
2010-10-01,Delta Air Lines,USA,31,8319,8618,31,7181,8618,2011,2010,8319,403.601,93.33,7181,215.672,0,2011.0
2010-10-01,Emirates,New Zealand,124,27913,45012,124,25646,45012,2011,2010,27913,1514.454,0,25646,829.507,0,2011.0
2010-10-01,Emirates,United Arab Emirates,309,88171,104148,309,54273,104148,2011,2010,76970,2761.865,189.52,45751,1711.895,0.334,2011.0
2010-10-01,Etihad Airways,United Arab Emirates,93,23566,25034,93,15458,25034,2011,2010,23107,779.216,105.256,15180,940.48,25.373,2011.0
2010-10-01,Eva Air,Taiwan,9,1807,2268,9,1535,2268,2011,2010,1807,104.965,7.294,1535,32.184,0,2011.0
2010-10-01,Federal Express Corporation,China,-,..,-,22,..,..,2011,2010,..,..,..,..,35.958,0,2011.0
2010-10-01,Federal Express Corporation,USA,27,..,..,-,..,-,2011,2010,..,1280.144,23.417,..,..,..,2011.0
2010-10-01,Garuda Indonesia,Indonesia,125,21968,25983,124,18903,25761,2011,2010,21968,530.012,11.056,18903,112.341,0,2011.0
2010-10-01,Hawaiian Airlines,USA,17,3762,4297,17,3493,4297,2011,2010,3762,12.523,1.214,3493,33.627,0,2011.0
2010-10-01,Indonesia AirAsia,Indonesia,93,15985,16740,93,14874,16740,2011,2010,15985,0,0,14874,0,0,2011.0
2010-10-01,JALways,Japan,31,7425,7971,31,6508,7970,2011,2010,7425,225.682,193.483,6508,354.865,2.257,2011.0
2010-10-01,Jetstar,Fiji,18,2553,3165,18,2406,3165,2011,2010,2553,0,0,2406,0,0,2011.0
2010-10-01,Jetstar,Indonesia,89,19644,22182,89,18120,22182,2011,2010,23593,348.175,0,21850,14.156,1.447,2011.0
2010-10-01,Jetstar,Japan,100,22152,30207,100,18906,30234,2011,2010,22152,725.963,7.163,18906,243.18,15.685,2011.0
2010-10-01,Jetstar,New Zealand,165,23407,29130,167,24649,29481,2011,2010,23407,25.33,0,24649,34.28,15.293,2011.0
2010-10-01,Jetstar,Singapore,119,17643,21127,119,15411,21094,2011,2010,13694,13.85,0,11681,10.77,8.501,2011.0
2010-10-01,Jetstar,Thailand,26,7173,7826,26,5912,7826,2011,2010,7173,268.097,0,5912,30.922,1.099,2011.0
2010-10-01,Jetstar,USA,21,5736,6300,21,4559,6300,2011,2010,5736,222.601,8,4559,46.361,0.64,2011.0
2010-10-01,Jetstar,Vietnam,15,1959,2520,16,2226,2684,2011,2010,1959,2.165,0,2226,0.7,0,2011.0
2010-10-01,Korean Air,Korea,65,13689,14683,65,9813,14683,2011,2010,13689,954.569,109.299,9813,470.595,6.365,2011.0
2010-10-01,LATAM Airlines,Chile,22,4534,5632,22,4717,5632,2011,2010,,,,,,,
2010-10-01,Malaysia Airlines,Malaysia,194,51364,55181,191,42076,55057,2011,2010,51364,2749.827,22.197,42076,844.512,0,2011.0
2010-10-01,Nauru Airlines,Nauru,5,162,624,5,298,624,2011,2010,,,,,,,
2010-10-01,Pacific Air Express,Papua New Guinea,10,..,-,10,..,-,2011,2010,..,3.977,0,..,103.877,0,2011.0
2010-10-01,Pacific Air Express,Solomon Islands,4,..,-,4,..,-,2011,2010,..,5.019,0,..,48.088,0,2011.0
2010-10-01,Virgin Australia,Fiji,61,9333,10980,61,9135,10980,2011,2010,9333,4.058,0,9135,9.218,0,2011.0
2010-10-01,Virgin Australia,Indonesia,123,18594,22140,123,17005,22140,2011,2010,18594,0,0,17005,0,0,2011.0
2010-10-01,Virgin Australia,New Zealand,311,39142,55980,310,45700,55800,2011,2010,39142,101.599,0,45700,69.767,0,2011.0
2010-10-01,Virgin Australia,Papua New Guinea,18,2135,3240,18,1948,3240,2011,2010,2135,2.529,0,1948,20.335,0,2011.0
2010-10-01,Virgin Australia,Solomon Islands,8,802,1440,8,874,1440,2011,2010,802,0,0,874,5.742,0,2011.0
2010-10-01,Virgin Australia,Thailand,14,1797,2520,13,1448,2340,2011,2010,1797,0,0,1448,0,0,2011.0
2010-10-01,Virgin Australia,Tonga,8,1034,1440,8,900,1440,2011,2010,1034,3.344,0,900,1.18,0,2011.0
2010-10-01,Virgin Australia,Vanuatu,22,2937,3960,22,2605,3960,2011,2010,2937,1.408,0,2605,17.791,0,2011.0
2010-10-01,Philippine Airlines,Philippines,31,7564,10926,31,5625,10926,2011,2010,7564,527.978,2.26,5625,116.241,0,2011.0
2010-10-01,Virgin Samoa,Western Samoa,18,2111,3240,19,1690,3420,2011,2010,2111,0.812,0,1690,1.686,0,2011.0
2010-10-01,Qantas Airways,Argentina,13,3431,3977,13,3143,3991,2011,2010,3314,27.63,0,2956,45.976,0.972,2011.0
2010-10-01,Qantas Airways,China,31,7535,8874,31,6392,8892,2011,2010,7428,739.913,52.276,6130,272.278,3.829,2011.0
2010-10-01,Qantas Airways,Germany,31,12173,12353,31,8829,12342,2011,2010,4352,128.651,14.081,2759,19.225,42.599,2011.0
2010-10-01,Qantas Airways,Hong Kong (SAR),82,23538,25499,84,18301,25805,2011,2010,27457,1734.015,23.927,23423,504.38,32.141,2011.0
2010-10-01,Qantas Airways,India,14,3908,4156,13,2935,3858,2011,2010,633,55.665,0,279,0.549,0.82,2011.0
2010-10-01,Qantas Airways,Indonesia,16,3917,4679,16,3031,4685,2011,2010,3383,89.489,0,2790,103.385,2.712,2011.0
2010-10-01,Qantas Airways,Japan,44,12734,14498,45,10592,14680,2011,2010,12325,294.557,32.199,10226,435.753,45.332,2011.0
2010-10-01,Qantas Airways,New Caledonia,19,2769,3502,19,2846,3504,2011,2010,2549,0.764,0.314,2486,13.769,2.226,2011.0
2010-10-01,Qantas Airways,New Zealand,457,52516,63941,452,55198,65524,2011,2010,51793,939.375,7.336,52823,1406.824,173.57,2011.0
2010-10-01,Qantas Airways,Papua New Guinea,51,2173,3774,51,1922,3774,2011,2010,2173,0,0,1922,0,0,2011.0
2010-10-01,Qantas Airways,Philippines,17,3493,3889,17,2817,3888,2011,2010,3270,22.838,5.824,2702,52.981,1.588,2011.0
2010-10-01,Qantas Airways,Singapore,91,25064,26965,91,16921,27014,2011,2010,47480,1637.117,80.753,34527,1601.062,137.198,2011.0
2010-10-01,Qantas Airways,South Africa,31,8917,10922,31,6918,10927,2011,2010,8236,120.937,4.252,6478,67.887,9.335,2011.0
2010-10-01,Qantas Airways,Thailand,..,..,..,1,..,..,2011,2010,3734,121.665,6.232,2858,133.01,14.11,2011.0
2010-10-01,Qantas Airways,UK,123,43770,45982,124,34158,46430,2011,2010,20376,506.29,82.155,14172,91.426,102.568,2011.0
2010-10-01,Qantas Airways,USA,205,55955,57745,204,47579,57873,2011,2010,51972,2529.594,311.615,43900,277.641,149.927,2011.0
2010-10-01,Qatar Airways,Qatar,31,6975,8029,31,3285,8029,2011,2010,6975,345.716,0.113,3285,288.546,0.028,2011.0
2010-10-01,Royal Brunei Airlines,Brunei,44,8207,10121,44,5802,10121,2011,2010,8207,128.885,0.165,5802,135.263,0,2011.0
2010-10-01,Singapore Airlines,New Zealand,9,..,-,9,..,-,2011,2010,..,204.351,0,..,780.996,0,2011.0
2010-10-01,Singapore Airlines,Singapore,424,118962,127723,426,94491,127699,2011,2010,118962,6643.382,166.763,94491,3725.927,0.606,2011.0
