Unnamed: 0,Country/Continent,Arrivals,gdp_per_capita,gdp,inflation,unemployment,Under 1 week,1 and under 2 weeks,2 weeks and under 1 month,1 and under 2 months,2 and under 3 months,3 and under 6 months,6 and under 12 months,Convention/conference,Business,Visiting friends/relatives,Holiday,Employment,Education,Other & not stated,FLTS IN,PAX IN,SEATS IN,FLTS OUT,PAX OUT,SEATS OUT,Exchange Rate/TWI,date,TWI,FX_neg,TWI_est
238,New Zealand,94830,33761.9009639947,146887902524.052,2.30202385958572,6.557,0.3454545454545454,0.2508589075468056,0.1790387955993051,0.080833815865663,0.0403397027600849,0.0580196873190503,0.0454545454545454,0.0392402864367194,0.1214653824625065,0.2541643343820571,0.4768476519523635,0.032639116755776,0.030844061842537,0.0447991661680403,1631.0,225181.0,299145.0,1633.0,233542.0,301226.0,1.2924,2010-11-01,73.0,-4.290459441148391,73.0
239,New Zealand,109570,33761.9009639947,146887902524.052,2.30202385958572,6.557,0.2224777404328085,0.2222271360339642,0.3103809186862433,0.1378913851052538,0.0337873695382982,0.0425585234978477,0.030676926705584,0.0130166873046759,0.0558110737661418,0.3532784951942921,0.5021964738486939,0.0254732000707588,0.0210212866324665,0.0292027831829706,1796.0,246078.0,331372.0,1796.0,284717.0,335288.0,1.3171,2010-12-01,75.8,-4.328098292648326,75.8
240,New Zealand,72870,38431.7766788499,168484908960.078,4.0279066739204,6.491,0.2702674180544123,0.217480318284472,0.1985689862597353,0.1057852635133709,0.04227611389012,0.0708541759007155,0.0947677240971738,0.0158931172038244,0.1065662002152852,0.2303552206673843,0.4625466979041347,0.0431414761814305,0.0897444015281031,0.0517528862998374,1830.0,290920.0,348107.0,1831.0,268632.0,350341.0,1.286,2011-01-01,74.0,-4.304065093204169,74.0
241,New Zealand,70640,38431.7766788499,168484908960.078,4.0279066739204,6.491,0.2871905579247253,0.2263903880523065,0.1697485534301842,0.0857147912869605,0.0301346592819351,0.0802116327216746,0.1206094173022136,0.024824828367188,0.1048375681223016,0.2097989949748743,0.4289227829287281,0.035423596857527,0.1516561681647675,0.0445360605846132,1609.0,219445.0,303140.0,1604.0,226428.0,304115.0,1.3518,2011-02-01,75.5,-4.324132656254979,75.5
242,New Zealand,92050,38431.7766788499,168484908960.078,4.0279066739204,6.491,0.3228354329134173,0.2454709058188362,0.1888022395520895,0.0893621275744851,0.0309338132373525,0.0578484303139372,0.064747050589882,0.0349730053989202,0.1247150569886022,0.2637072585482903,0.4318936212757449,0.033993201359728,0.0585682863427314,0.0521495700859828,1754.0,246886.0,333094.0,1749.0,221235.0,333082.0,1.3592,2011-03-01,76.3,-4.334672938290411,76.3
243,New Zealand,103440,38431.7766788499,168484908960.078,4.0279066739204,6.491,0.2886967478438443,0.280093849796876,0.224805022702092,0.0780995416132606,0.0315005105255154,0.049140796419804,0.0476635310986074,0.0262637672973736,0.0973432103056503,0.3143179892685682,0.4478309039167554,0.0353876566810766,0.0360828101579301,0.0427736623726457,1673.0,243275.0,322006.0,1677.0,231160.0,323095.0,1.3598,2011-04-01,78.9,-4.368181227851829,78.9
244,New Zealand,95110,38431.7766788499,168484908960.078,4.0279066739204,6.491,0.3569998179501183,0.2637382642844139,0.1625965514550987,0.0706093469610673,0.0341473563756469,0.0557592780421835,0.0561493849314712,0.0393487815661491,0.1583313827988869,0.2498764661517255,0.4128111102442069,0.0407011521156797,0.0480351616342877,0.050895945489064,1609.0,205557.0,306857.0,1612.0,190926.0,307709.0,1.2993,2011-05-01,77.8,-4.354141431184345,77.8
245,New Zealand,94220,38431.7766788499,168484908960.078,4.0279066739204,6.491,0.3321811803549319,0.2580994634750309,0.1706046223689641,0.089042509286009,0.0401361947998349,0.0542973586463062,0.0556386710689228,0.0337133718530747,0.1279663640115559,0.2562422616591003,0.4385833677259595,0.04160647957078,0.0468427569129178,0.0550453982666116,1310.0,176555.0,256625.0,1304.0,179731.0,256646.0,1.2953,2011-06-01,77.8,-4.354141431184345,77.8
246,New Zealand,113310,38431.7766788499,168484908960.078,4.0279066739204,6.491,0.2557500247206565,0.2443191931177692,0.2088796598437654,0.1007020666468901,0.0335607633738752,0.0807079996044694,0.0760802926925739,0.0381892255359544,0.1078039712048097,0.2298275452891385,0.4088481923898426,0.0340162961790997,0.1327426627640218,0.0485721066371331,1778.0,248133.0,341414.0,1778.0,236649.0,341692.0,1.2652,2011-07-01,78.4,-4.361823927356362,78.4
247,New Zealand,105900,38431.7766788499,168484908960.078,4.0279066739204,6.491,0.3245754908888461,0.2845763474015546,0.1862701012826277,0.0697415472902079,0.0251814736301149,0.0558660414123894,0.0537889980942592,0.0359307081218817,0.1145157491274276,0.2356052332926489,0.480996124279994,0.037665146356609,0.0499989293591143,0.0452881094623241,1757.0,228533.0,335940.0,1760.0,235781.0,336946.0,1.2514,2011-08-01,76.5,-4.33729074083249,76.5
248,New Zealand,92420,38431.7766788499,168484908960.078,4.0279066739204,6.491,0.325329435783222,0.2415089086859688,0.1803080920564216,0.0855605048255382,0.0339875649591685,0.0636831848552338,0.0696223088344469,0.0426178544914625,0.1207544543429844,0.2642910170749814,0.429797698589458,0.0438474387527839,0.0427802524127691,0.0559112843355605,1697.0,213873.0,325262.0,1696.0,240969.0,326018.0,1.2757,2011-09-01,72.4,-4.282206299391671,72.4
