,Date,JPY,USD,EUR,KRW,NZD,CNY,GBP,TWD,SGD,IDR,HKD,MYR,SDR,Index,INR,THB,VND,AED,PGK,CAD,ZAR,SAR,CHF,SEK,PHP
578,2017-09-29,88.32,0.7839,0.6658,898.11,1.0871,5.2359,0.5845,23.81,1.0652,10563,6.1231,3.3139,0.5553,66.2,51.28,26.17,17815,2.8789,2.5085,0.9755,,,0.7617,,
579,2017-10-31,86.85,0.7673,0.66,859.84,1.1201,5.0857,0.5814,23.14,1.0446,10415,5.9857,3.2464,0.5467,64.9,49.75,25.5,17431,2.8179,2.4632,0.9854,,,0.7646,,
580,2017-11-30,84.97,0.7585,0.6394,824.72,1.1084,5.0101,0.5632,22.76,1.0223,10254,5.9217,3.1,0.5355,63.6,48.9,24.77,17232,2.7856,2.435,0.9758,,,0.7468,,
581,2017-12-29,87.94,0.78,0.653,835.09,1.0991,5.0842,0.5797,23.16,1.0424,10572,6.0994,3.166,0.549,64.9,49.91,25.45,17713,2.8646,2.5202,0.9798,,,0.7633,,
582,2018-01-31,87.87,0.8073,0.65,863.93,1.0946,5.1058,0.5696,23.54,1.0577,10814,6.314,3.1493,0.5548,65.6,51.46,25.33,18333,2.9648,2.6084,0.9946,,,0.7539,,
583,2018-02-28,83.52,0.7792,0.6374,844.07,1.0779,4.9312,0.5605,22.81,1.0326,10688,6.1004,3.058,0.5369,63.6,50.72,24.51,17732,2.8616,2.5258,0.9952,,,0.7325,,
584,2018-03-29,81.61,0.7665,0.6217,817.31,1.0646,4.8246,0.5444,22.34,1.0051,10549,6.0154,2.9648,0.5259,62.3,49.96,23.95,17484,2.815,2.4927,0.9901,,,0.7325,,
585,2018-04-30,82.63,0.757,0.6237,807.91,1.0692,4.7936,0.5489,22.4,1.002,10508,5.9415,2.9671,0.5265,62.1,50.46,23.86,17232,2.7801,2.4618,0.972,,,0.7475,,
586,2018-05-31,82.29,0.7564,0.6475,814.45,1.0832,4.8441,0.568,22.67,1.0122,10505,5.9354,3.0078,0.5349,62.8,51.05,24.2,17250,2.7779,2.4679,0.9733,,,0.7477,,
587,2018-06-29,81.82,0.7391,0.6344,822.91,1.0903,4.8888,0.5634,22.5,1.0078,10612,5.8003,2.9837,0.5261,62.6,50.68,24.47,16970,2.7143,2.4273,0.9771,,,0.7348,,
588,2018-07-31,82.68,0.7431,0.6345,830.3,1.0885,5.0701,0.5661,22.76,1.0119,10712,5.8323,3.0181,0.5295,63.5,50.99,24.72,17299,2.729,2.4525,0.9699,,,0.7339,,
589,2018-08-31,80.58,0.726,0.6215,808.15,1.0919,4.9571,0.5576,22.3,0.9931,10690,5.6979,2.9835,0.5177,62.2,51.52,23.76,16918,2.6662,2.412,0.9446,,,0.7026,,
590,2018-09-28,81.96,0.7222,0.62,800.31,1.0921,4.9708,0.5519,22.02,0.9873,10757,5.6525,2.9892,0.5151,62.2,52.39,23.37,16847,2.6523,2.4073,0.9405,,,0.7051,,
591,2018-10-31,80.23,0.7085,0.6247,807.71,1.0827,4.936,0.5575,21.92,0.9823,10787,5.5588,2.9637,0.5126,61.9,52.46,23.57,16541,2.602,2.3775,0.9302,,,0.7122,,
592,2018-11-30,82.98,0.7316,0.6421,819.57,1.0659,5.0797,0.5725,22.56,1.0026,10466,5.7221,3.0625,0.5289,63.3,50.99,24.07,17057,2.6868,2.4633,0.9723,,,0.7293,,
593,2018-12-31,77.93,0.7058,0.6178,787.57,1.0519,4.8548,0.5563,21.58,0.9636,10212,5.5285,2.9213,0.5075,60.7,49.33,22.97,16371,2.5921,2.3764,0.9622,,,0.6956,,
594,2019-01-31,79.09,0.7268,0.6318,807.55,1.0514,4.8698,0.5537,22.33,0.9786,10168,5.7016,2.9712,0.5202,61.6,51.57,22.71,16861,2.6692,2.4471,0.9544,,,0.7216,,
595,2019-02-28,79.23,0.7146,0.6281,799.28,1.0435,4.7745,0.5372,22,0.9637,10054,5.6093,2.9088,0.5113,60.7,50.86,22.49,16579,2.6244,2.4061,0.94,,,0.7137,,
596,2019-03-29,78.49,0.7087,0.631,805.24,1.0442,4.7659,0.5422,21.87,0.9608,10090,5.5633,2.8922,0.5105,60.5,48.95,22.55,16443,2.6027,2.3902,0.9525,,,0.7058,,
597,2019-04-30,78.5,0.7039,0.6297,821.2,1.0574,4.7442,0.5441,21.79,0.9594,10013,5.5222,2.9106,0.5092,60.5,49.13,22.51,16394,2.5851,2.378,0.9482,,,0.7178,,
598,2019-05-31,75.34,0.6916,0.6214,823.42,1.062,4.7769,0.5484,21.87,0.9537,9945,5.4267,2.903,0.5022,60,48.28,21.97,16193,2.5399,2.3404,0.9366,,,0.6955,,
599,2019-06-28,75.54,0.7013,0.6171,810.2,1.0462,4.8181,0.5535,21.74,0.9492,9911,5.4762,2.9041,0.5045,60.1,48.36,21.54,16342,2.5755,2.3733,0.9187,,,0.6844,,
600,2019-07-31,74.84,0.6894,0.6179,814.86,1.0449,4.7452,0.5669,21.43,0.9441,9658,5.3948,2.8452,0.5012,59.5,47.47,21.22,16015,2.5318,2.3409,0.9059,,,0.6833,,
601,2019-08-30,71.46,0.6718,0.6081,812.85,1.0662,4.8029,0.5512,21.06,0.9328,9555,5.2701,2.8363,0.4904,58.9,48.2,20.59,15576,2.4672,2.285,0.8937,,,0.6633,,
602,2019-09-30,72.74,0.6749,0.6171,808.4,1.0781,4.8086,0.5488,20.94,0.9325,9567,5.2919,2.8265,0.4947,59.2,47.7,20.65,15658,2.4786,2.2956,0.8934,,,0.6691,,
603,2019-10-31,75.26,0.6926,0.6203,803.94,1.0775,4.8753,0.5357,21.04,0.9421,9705,5.4269,2.893,0.5031,60,48.99,20.91,16068,2.5436,2.3558,0.9113,,,0.6837,,
604,2019-11-29,74.19,0.6777,0.6155,800.74,1.0551,4.766,0.5249,20.68,0.9259,9562,5.3044,2.8274,0.4936,59,48.59,20.49,15710,2.4889,2.3051,0.9004,,,0.6768,,
605,2019-12-31,76.16,0.7006,0.6254,810.07,1.0412,4.8876,0.534,21.02,0.9438,9719,5.4541,2.8672,0.5067,60.3,49.94,21,16235,2.573,2.3871,0.9144,,,0.6782,,
606,2020-01-31,73.35,0.6724,0.6099,798.95,1.0367,4.6682,0.5133,20.33,0.9156,9182,5.2243,2.7481,0.4887,58.1,48.05,20.92,15615,2.4694,2.291,0.8878,,,0.6527,,
607,2020-02-28,71.09,0.6524,0.5934,793.81,1.0453,4.5742,0.5063,19.76,0.9126,9264,5.0873,2.7564,0.4763,57,46.95,20.67,15159,2.3959,2.2228,0.8773,,,0.6315,,
608,2020-03-31,66.85,0.6175,0.5605,752.86,1.0257,4.377,0.5006,18.69,0.8795,10098,4.7883,2.6525,0.4505,54.7,46.63,20.16,14583,2.2678,2.1147,0.8767,,,0.5929,,
609,2020-04-30,69.91,0.6566,0.6043,800.07,1.0676,4.6299,0.5261,19.55,0.9255,9803,5.089,2.8352,0.4814,57.8,49.23,21.23,15383,2.4114,2.2564,0.9104,,,0.64,,
610,2020-05-29,71.32,0.6659,0.5998,823.12,1.0718,4.7587,0.5394,19.96,0.9407,9779,5.1625,2.8967,0.4876,58.8,50.35,21.2,15503,2.4455,2.2962,0.9165,,,0.6413,,
611,2020-06-30,73.94,0.6863,0.6111,824.96,1.0703,4.8523,0.5586,20.25,0.9576,9773,5.3191,2.9374,0.4974,60,51.81,21.21,15926,2.5204,2.3747,0.9387,,,0.6534,,
612,2020-07-31,75.27,0.7213,0.6067,857.91,1.0762,5.0409,0.5497,21.18,0.9884,10531,5.5901,3.0578,0.5126,61.9,53.9,22.51,16720,2.649,2.5045,0.9689,,,0.6544,,
613,2020-08-31,77.66,0.7354,0.6178,871.57,1.0922,5.0389,0.5512,21.58,0.9996,10704,5.6996,3.0622,0.5185,62.6,54.03,22.88,17042,2.7008,2.5624,0.9621,,,0.6646,,
614,2020-09-30,74.99,0.7108,0.6058,831.35,1.0801,4.8425,0.5538,20.61,0.9735,10584,5.5088,2.9559,0.5051,60.7,52.45,22.52,16478,2.6104,2.4853,0.9533,,,0.6546,,
615,2020-10-30,73.51,0.7044,0.603,795.3,1.0629,4.708,0.5453,20.15,0.9613,10302,5.4606,2.9292,0.4989,59.5,52.2,21.99,16329,2.5869,2.4629,0.9378,,,0.6442,,
616,2020-11-30,76.8,0.7393,0.6177,817.4,1.0513,4.868,0.5543,21.07,0.9887,10412,5.7304,3.0082,0.5187,61.5,54.74,22.38,17110,2.7151,2.594,0.9604,,,0.668,,
617,2020-12-31,79.45,0.7702,0.6269,836.71,1.0665,5.0298,0.5657,21.63,1.0189,10821,5.9707,3.0897,0.5347,63.4,56.31,23.07,17779,2.8286,2.7025,0.9818,,,0.6795,,
618,2021-01-29,79.9,0.7645,0.6318,855.25,1.0682,4.9405,0.5577,21.44,1.0176,10744,5.927,3.0993,0.5314,63,55.79,22.92,17619,2.8076,2.6825,0.9836,,,0.6803,,
619,2021-02-26,83.1,0.7829,0.6441,878.53,1.066,5.0665,0.5609,21.8,1.04,11156,6.0718,3.1711,0.5412,64.5,57.2,23.76,18020,2.8752,2.747,0.9879,,,0.7093,,
620,2021-03-31,84.28,0.7602,0.6493,860.62,1.0893,4.9895,0.5538,21.67,1.0245,11075,5.9106,3.1594,0.5365,63.9,55.91,23.86,17542,2.7918,2.6674,0.9594,,,0.7177,,
621,2021-04-30,84.63,0.7776,0.6417,864.98,1.0733,5.0314,0.5579,21.72,1.032,11240,6.0376,3.1924,0.5408,64.4,57.57,24.27,17926,2.8557,2.7284,0.9547,,,0.7068,,
622,2021-05-31,84.77,0.7725,0.6335,858.71,1.0648,4.9214,0.5444,21.34,1.0223,11038,5.9954,3.1958,0.5347,63.5,55.96,24.15,17805,2.837,2.7105,0.9331,,,0.6949,,
623,2021-06-30,83.07,0.7518,0.632,847.52,1.0745,4.8553,0.5429,20.96,1.0109,10927,5.8382,3.1218,0.5269,62.7,55.92,24.09,17308,2.761,2.6379,0.9318,,,0.693,,
624,2021-07-30,80.86,0.7381,0.6213,848.8,1.0555,4.771,0.5295,20.64,0.9992,10675,5.7385,3.1236,0.517,61.6,54.91,24.28,16943,2.7107,2.5898,0.9192,,,0.6697,,
625,2021-08-31,80.55,0.7335,0.6201,850.35,1.039,4.7417,0.5316,20.33,0.9852,10473,5.7093,3.0478,0.5156,61.2,53.66,23.7,16711,2.6938,2.5737,0.9227,,,0.6709,,
626,2021-09-30,80.6,0.7206,0.6215,854.57,1.0486,4.6616,0.5361,20.08,0.9814,10318,5.6115,3.0182,0.5098,60.8,53.54,24.47,16402,2.6464,2.5284,0.9178,,,0.6729,,
627,2021-10-29,85.75,0.7546,0.6469,883.06,1.051,4.8226,0.5472,20.99,1.0147,10691,5.8675,3.1274,0.5339,63.1,56.44,25.06,17169,2.7713,2.6477,0.9322,,,0.6884,,
628,2021-11-30,81.15,0.7144,0.6323,847.67,1.0464,4.5519,0.5363,19.84,0.9779,10227,5.572,3.018,0.511,60.2,53.51,24.1,16238,2.6236,2.5067,0.9104,,,0.6592,,
629,2021-12-31,83.52,0.7256,0.6411,862.67,1.0628,4.625,0.5376,20.08,0.9799,10359,5.6584,3.0301,0.5184,61.1,53.9,24.24,16536,2.6648,2.546,0.9245,,,0.6632,,
630,2022-01-31,80.97,0.7011,0.6281,845.46,1.0683,4.4598,0.5226,19.5,0.9507,10094,5.4672,2.9369,0.5041,59.3,52.56,23.45,15889,2.5748,2.46,0.893,,,0.6529,,
631,2022-02-28,83.01,0.7182,0.6444,866.16,1.0747,4.5329,0.5382,20.12,0.9765,10318,5.6104,3.0182,0.5151,60.6,54.33,23.51,16389,2.6376,2.5289,0.9198,,,0.6653,,
632,2022-03-31,91.45,0.7482,0.6704,905.91,1.0759,4.7506,0.5704,21.41,1.0127,10743,5.858,3.1458,0.5409,63.6,56.66,24.97,17085,2.7478,2.6345,0.9367,,,0.692,,
633,2022-04-29,93.21,0.7148,0.6782,900.93,1.0973,4.7308,0.571,21.04,0.9879,10362,5.6091,3.1105,0.5335,63.1,54.68,24.54,16415,2.6251,2.5169,0.9115,,,0.6939,,
634,2022-05-31,91.91,0.7187,0.6688,890.33,1.0996,4.7873,0.5699,20.81,0.9847,10488,5.6406,3.145,0.5327,63.2,55.82,24.58,16663,2.6394,2.5306,0.9104,,,0.69,,
635,2022-06-30,93.95,0.6889,0.6589,895.12,1.1088,4.6122,0.5671,20.49,0.9584,10253,5.4058,3.0353,0.5169,61.8,54.37,24.32,16041,2.53,2.4257,0.8885,,,0.6573,,
636,2022-07-29,93.19,0.7007,0.6862,911.25,1.1098,4.7252,0.5746,20.98,0.966,10405,5.5004,3.1171,0.532,63.1,55.66,25.79,16368,2.5733,,0.8975,,,0.6668,,
637,2022-08-31,95.55,0.6902,0.6875,924.63,1.1219,4.7571,0.5905,20.94,0.9627,10245,5.4162,3.0893,0.5292,63.3,54.84,25.12,16189,2.5348,,0.9019,,,0.6715,,
638,2022-09-30,93.95,0.6502,0.6618,929.66,1.1363,4.608,0.5835,20.61,0.9307,9903,5.1039,3.0156,0.5096,61.5,53.02,24.56,15520,2.3879,,0.8908,,,0.6341,,
639,2022-10-31,94.99,0.642,0.6446,913.26,1.1025,4.6649,0.5535,20.71,0.9062,10013,5.0394,3.0351,0.4995,61.3,52.91,24.38,15954,2.3577,,0.8741,,,0.6399,,
640,2022-11-30,92.81,0.6698,0.6468,883.16,1.0765,4.7835,0.5588,20.65,0.9184,10541,5.2297,2.9977,0.5097,62.1,54.66,23.67,16511,2.4598,,0.9091,,,0.6377,,
641,2022-12-30,89.88,0.6775,0.6359,857.38,1.0711,4.7141,0.5625,20.86,0.9102,10555,5.2829,2.9898,0.5091,61.4,56.06,23.4,15972,2.4881,,0.9181,,,0.6256,,
642,2023-01-31,91.69,0.7037,0.6488,866.47,1.0912,4.7547,0.5702,21.15,0.9249,10542,5.5145,2.9907,0.5206,62.4,57.49,23.05,16500,2.5843,,0.9436,,,0.6509,,
643,2023-02-28,91.68,0.673,0.6354,890.12,1.0932,4.669,0.5586,20.51,0.9076,10257,5.2816,3.0183,0.5074,61.4,55.66,23.63,16004,2.4716,,,,,0.6303,,37.16
644,2023-03-31,89.1,0.6712,0.6156,869.3,1.0683,4.6051,0.5415,20.44,0.8908,10051,5.2688,2.9597,0.4988,60.3,55.18,22.9,15748,2.465,,,,,0.6135,,36.45
645,2023-04-28,89.22,0.661,0.6002,884.79,1.0764,4.5709,0.5301,20.33,0.8828,9676,5.1888,2.9467,0.4892,59.8,54.02,22.58,15507,2.4275,,,,,0.5915,,36.7
646,2023-05-31,90.56,0.6495,0.6072,858.99,1.0814,4.6096,0.5239,19.95,0.879,9736,5.0876,2.9994,0.488,59.8,53.68,22.52,15257,2.3853,,,,,0.5897,,36.48
647,2023-06-30,95.92,0.663,0.6099,874.21,1.0883,4.8079,0.525,20.63,0.8986,9940,5.1951,3.1022,0.4971,61.7,54.4,23.62,15636,2.4349,,,,,0.5957,,36.67
648,2023-07-31,94.75,0.6682,0.6066,850.46,1.0784,4.777,0.5198,20.99,0.8896,10086,5.2123,3.0276,0.4975,61.3,54.96,22.88,15823,2.454,,,,,0.5822,,36.64
649,2023-08-31,94.63,0.6485,0.594,857.8,1.0885,4.7267,0.5099,20.67,0.8755,9880,5.0881,3.0081,0.4875,60.6,53.6,22.65,15603,2.3816,,,,,0.5696,,36.74
650,2023-09-29,96.33,0.6458,0.6106,871.44,1.0763,4.713,0.5284,20.85,0.8814,10008,5.0542,3.0275,0.4925,61.1,53.66,23.65,15710,2.3717,,,,,0.59,,36.57
651,2023-10-31,95.29,0.6346,0.599,858.04,1.0893,4.6436,0.5227,20.57,0.8678,10095,4.9656,3.0231,0.4838,60.2,52.84,22.92,15589,2.3306,,,,,0.5727,,36.06
652,2023-11-30,97.77,0.6648,0.6061,858.54,1.0761,4.7378,0.5234,20.78,0.8856,10300,5.1919,3.094,0.4974,61.5,55.4,23.22,16131,2.4415,,,,,0.5803,,36.87
653,2023-12-29,96.77,0.684,0.6181,881.06,1.0768,4.8544,0.5366,21,0.9014,10572,5.3448,3.1416,0.5098,62.6,56.88,23.35,16604,2.512,,0.9048,,,,,37.93
654,2024-01-31,97.05,0.6574,0.6075,877.5,1.0745,4.7211,0.5184,20.55,0.8814,10374,5.1392,3.1098,0.4942,61.4,54.64,23.32,16057,2.4143,,0.8821,,,,,37.05
655,2024-02-29,97.67,0.6519,0.6017,869.5,1.068,4.6907,0.5146,20.65,0.8767,10251,5.1024,3.105,0.4915,61.1,54.04,23.42,16065,2.3941,,0.8847,,,,,36.6
656,2024-03-28,98.87,0.6532,0.6035,878.01,1.0901,4.7193,0.5171,20.88,0.8801,10369,5.1112,3.0926,0.493,61.5,54.46,23.8,16206,2.3989,,0.8868,,,,,36.72
657,2024-04-30,102.33,0.6525,0.6098,901.27,1.0992,4.7264,0.5205,21.26,0.8886,10621,5.1057,3.1118,0.4951,62.2,54.49,24.18,16534,2.3963,,0.8935,,,,,37.59
658,2024-05-31,104.08,0.6637,0.6134,918.79,1.0831,4.8068,0.5218,21.59,0.8967,10784,5.189,3.124,0.5018,63.1,55.29,24.4,16896,2.4374,,0.9071,,,,,38.85
659,2024-06-28,106.61,0.6624,0.6196,913.44,1.0927,4.8143,0.5244,21.5,0.8997,10863,5.1711,3.1272,0.5038,63.3,55.29,24.42,16855,2.4327,,0.9094,,,,,38.87
660,2024-07-31,99.23,0.6491,0.5996,894.68,1.0989,4.6958,0.5053,21.28,0.8711,10571,5.0711,2.9911,0.4897,61.4,54.35,23.2,16407,2.3838,,0.8985,,,,,37.96
661,2024-08-30,98.59,0.6806,0.6144,908.23,1.0872,4.8261,0.5168,21.76,0.8869,10522,5.3053,2.9375,0.5049,62.6,57.07,23.16,16933,2.4995,,0.9179,,,,,38.22
662,2024-09-30,98.22,0.6932,0.6208,904.42,1.0887,4.8613,0.5177,21.91,0.8871,10483,5.3861,2.8456,0.5116,62.8,58.07,22.34,17033,2.5458,,0.9362,,,,,38.81
663,2024-10-31,100.45,0.6569,0.6055,905.54,1.0996,4.6774,0.5073,21.04,0.8688,10315,5.1052,2.8759,0.4941,61.5,55.23,22.16,16616,2.4125,,0.9144,,,,,38.22
664,2024-11-29,97.75,0.6517,0.6166,908.56,1.1021,4.7132,0.5127,21.19,0.8731,10333,5.0726,2.8932,0.496,61.5,55.07,22.33,16519,2.3934,,0.9116,,,,,38.17
665,2024-12-31,97.14,0.6217,0.5974,915.11,1.1045,4.5373,0.4956,20.4,0.8456,10031,4.8261,2.7787,0.4767,59.7,53.21,21.2,15855,2.2832,,0.8922,,,,,35.96
666,2025-01-31,96.14,0.6225,0.5992,905.71,1.1029,4.5098,0.5012,20.35,0.8434,10149,4.8505,2.7574,0.4769,59.6,53.94,20.97,15613,2.2861,,0.9014,,,0.5665,,36.32
667,2025-02-28,92.97,0.6214,0.5982,907.39,1.1096,4.5278,0.4938,20.4,0.8382,10300,4.8336,2.7739,0.4732,59.5,54.31,21.23,15882,2.2821,,0.8978,,,0.5588,,36.02
668,2025-03-31,93.62,0.628,0.5796,923.63,1.1004,4.5548,0.4847,20.86,0.8421,10400,4.885,2.7873,0.4738,59.6,53.67,21.31,16049,2.3063,,0.899,,,0.5521,,35.98
669,2025-04-30,91.43,0.6416,0.5637,911.63,1.0794,4.6613,0.4788,20.52,0.8375,10686,4.9768,2.7659,0.4728,59.9,54.58,21.38,16680,2.3563,,0.8871,,,0.5283,,35.83
670,2025-05-30,92.57,0.6436,0.567,887.78,1.0764,4.6259,0.4775,19.26,0.8295,10484,5.0463,2.7314,0.4751,59.6,54.95,21.03,16732,2.3636,,0.889,,,0.5296,,35.8
671,2025-06-30,94.26,0.655,0.5586,883.89,1.0768,4.6921,0.4771,19.07,0.8341,10629,5.1416,2.7602,0.4769,60.1,55.99,21.29,17087,2.4055,,0.8947,,,0.5228,,36.88
672,2025-07-31,96.25,0.6469,0.5656,899.32,1.0911,4.6532,0.4877,19.36,0.8376,10651,5.078,2.7509,0.4752,60.3,56.66,21.17,16955,2.3757,,0.894,,,0.5257,,37.78
