,Date,JPY,USD,EUR,KRW,NZD,CNY,GBP,TWD,SGD,IDR,HKD,MYR,SDR,Index,INR,THB,VND,AED,PGK,CAD,ZAR,SAR,CHF,SEK,PHP
0,1969-07-31,400.74,1.1138,,,0.998,,0.4657,,,,,,,,,,,,,,,,,,
1,1969-08-31,398.14,1.1091,,,0.998,,0.4657,,,,,,,,,,,,,,,,,,
2,1969-09-30,396.81,1.1094,,,0.998,,0.4657,,,,,,,,,,,,,,,,,,
3,1969-10-31,399.02,1.1158,,,0.998,,0.4657,,,,,,,,,,,,,,,,,,
4,1969-11-30,399.08,1.1161,,,0.998,,0.4657,,,,,,,,,,,,,,,,,,
5,1969-12-31,399.88,1.1182,,,0.998,,0.4657,,,,,,,,,,,,,,,,,,
6,1970-01-31,400.3,1.1185,,,0.998,,0.4657,,,,,,1.12,,,,,,,,,,,,
7,1970-02-28,400.72,1.1209,,,0.998,,0.4657,,,,,,1.12,,,,,,,,,,,,
8,1970-03-31,400.74,1.1207,,,0.998,,0.4657,,,,,,1.12,,,,,,,,,,,,
9,1970-04-30,401.74,1.1206,,,0.998,,0.4657,,,,,,1.12,,,,,,,,,,,,
10,1970-05-31,401.6,1.1186,,,0.998,,0.4657,,,,,,1.12,100,,,,,,,,,,,
11,1970-06-30,400.2,1.1159,,,0.998,,0.4657,,,,,,1.12,99.6,,,,,,,,,,,
12,1970-07-31,399.45,1.1134,,,0.998,,0.4657,,,,,,1.12,99.4,,,,,,,,,,,
13,1970-08-31,397.61,1.11,,,0.998,,0.4657,,,,,,1.12,99.1,,,,,,,,,,,
14,1970-09-30,397.91,1.1118,,,0.998,,0.4657,,,,,,1.12,99.2,,,,,,,,,,,
15,1970-10-31,398.05,1.1131,,,0.998,,0.4657,,,,,,1.12,99.2,,,,,,,,,,,
16,1970-11-30,398.03,1.1131,,,0.998,,0.4657,,,,,,1.12,99.2,,,,,,,,,,,
17,1970-12-31,398.54,1.1146,,,0.998,,0.4657,,,,,,1.12,99.3,,,,,,,,,,,
18,1971-01-31,402.85,1.1257,,,0.998,,0.4657,,,,,,1.12,100,,,,,,,,,,,
19,1971-02-28,402.41,1.1262,,,0.998,,0.4657,,,,,,1.12,100,,,,,,,,,,,
20,1971-03-31,402.44,1.1257,,,0.998,,0.4657,,,,,,1.12,100,,,,,,,,,,,
21,1971-04-30,402.58,1.1267,,,0.998,,0.4657,,,,,,1.12,100,,,,,,,,,,,
22,1971-05-31,402.31,1.1261,,,0.998,,0.4657,,,,,,1.12,99.8,,,,,,,,,,,
23,1971-06-30,402.65,1.1266,,,0.998,,0.4657,,,,,,1.12,99.8,,,,,,,,,,,
24,1971-07-31,402.51,1.1264,,,0.998,,0.4657,,,,,,1.12,99.7,,,,,,,,,,,
25,1971-08-31,389.41,1.1487,,,0.998,,0.4657,,,,,,1.12,99.3,,,,,,,,,,,
26,1971-09-30,385.63,1.157,,,0.998,,0.4657,,,,,,1.12,99.8,,,,,,,,,,,
27,1971-10-31,382.37,1.1614,,,0.998,,0.4657,,,,,,1.12,99.4,,,,,,,,,,,
28,1971-11-30,379.11,1.1615,,,0.998,,0.4657,,,,,,1.12,99.3,,,,,,,,,,,
29,1971-12-31,374.53,1.191,,,0.9965,,0.4664,,,,,,1.12,99.8,,,,,,,,,,,
30,1972-01-31,369.07,1.191,,,0.9965,,0.4596,,,,,,1.12,98.8,,,,,,,,,,,
31,1972-02-29,361.79,1.191,,,0.9965,,0.457,,,,,,1.12,98.1,,,,,,,,,,,
32,1972-03-31,361.51,1.191,,,0.9965,,0.4553,,,,,,1.12,97.8,,,,,,,,,,,
33,1972-04-30,362.17,1.191,,,0.9965,,0.4561,,,,,,1.12,97.9,,,,,,,,,,,
34,1972-05-31,362.94,1.191,,,0.9965,,0.4558,,,,,,1.12,97.9,,,,,,,,,,,
35,1972-06-30,352.37,1.191,,,0.9965,,0.484,,,,,,1.12,98.5,,,,,,,,,,,
36,1972-07-31,358.73,1.191,,,0.9965,,0.4862,,,,,,1.12,98.6,,,,,,,,,,,
37,1972-08-31,358.3,1.191,,,0.9965,,0.4858,,,,,,1.12,98.5,,,,,,,,,,,
38,1972-09-30,358.52,1.191,,,0.9965,,0.4917,,,,,,1.12,98.9,,,,,,,,,,,
39,1972-10-31,358.47,1.191,,,0.9965,,0.5108,,,,,,1.12,99.8,,,,,,,,,,,
40,1972-11-30,358.52,1.191,,,0.9965,,0.506,,,,,,1.12,99.4,,,,,,,,,,,
41,1972-12-31,384.5,1.275,,,1.0668,,0.543,,,,,,1.1743,106.5,,,,,,,,,,,
42,1973-01-31,384.09,1.275,,,1.0668,,0.536,,,,,,1.1743,105.9,,,,,,,,,,,
43,1973-02-28,374.79,1.4167,,,1.0674,,0.5732,,,,,,1.1743,110.7,,,,,,,,,,,
44,1973-03-31,376.21,1.4167,,,1.0674,,0.5706,,,,,,1.1743,110.5,,,,,,,,,,,
45,1973-04-30,376.06,1.4167,,,1.0674,,0.5696,,,,,,1.1743,110.5,,,,,,,,,,,
46,1973-05-31,374.9,1.4167,,,1.0674,,0.5519,,,,,,1.1743,109.1,,,,,,,,,,,
47,1973-06-30,375.28,1.4167,,,1.0674,,0.548,,,,,,1.1743,107.9,,,,,,,,,,,
48,1973-07-31,373.6,1.4167,,,1.0479,,0.5663,,,,,,1.1743,107.9,,,,,,,,,,,
49,1973-08-31,375.83,1.4167,,,1.0591,,0.5764,,,,,,1.1743,108.9,,,,,,,,,,,
50,1973-09-30,395.03,1.4875,,,1.0063,,0.6149,,,,,,1.2331,113.9,,,,,,,,,,,
51,1973-10-31,396.94,1.4875,,,1.005,,0.6111,,,,,,1.2331,113.8,,,,,,,,,,,
52,1973-11-30,416.49,1.4875,,,1.0303,,0.6334,,,,,,1.2331,117.3,,,,,,,,,,,
53,1973-12-31,416.67,1.4875,,,1.0414,,0.6417,,,,,,1.2331,118.1,,,,,,,,,,,
54,1974-01-31,444.03,1.4875,,,1.0662,,0.6585,,,,,,1.2331,121.3,,,,,,,,,,,
55,1974-02-28,426.1,1.4875,,,1.0458,,0.6456,,,,,,1.2331,119,,,,,,,,,,,
56,1974-03-31,405.87,1.4875,,,1.014,,0.614,,,,,,1.2331,115.5,,,,,,,,,,,
57,1974-04-30,415.91,1.4875,,,1.0131,,0.611,,,,,,1.2331,116,,,,,,,,,,,
58,1974-05-31,417.72,1.4875,,,1.0216,,0.6216,,,,,,1.2331,117,,,,,,,,,,,
59,1974-06-30,421.99,1.4875,,,1.0231,,0.6221,,,,,,1.2331,117.3,,,,,,,,,,,
60,1974-07-31,442.64,1.4875,,,1.0279,,0.6252,,,,,,1.2365,118.8,,,,,,,,,,,
61,1974-08-31,450.55,1.4875,,,1.0448,,0.6416,,,,,,1.2557,120.5,,,,,,,,,,,
62,1974-09-30,388.35,1.3103,,,1.0061,,0.5624,,,,,,1.1038,105.3,,,,,,,,,,,
63,1974-10-31,392.89,1.3105,,,1.0048,,0.5613,,,,,,1.0966,105.3,,,,,,,,,,,
64,1974-11-30,394.92,1.3162,,,1.0071,,0.5666,,,,,,1.0906,105.3,,,,,,,,,,,
65,1974-12-31,398.56,1.327,,,1.0087,,0.5649,,,,,,1.0838,105.3,,,,,,,,,,,
66,1975-01-31,398.21,1.3384,,,1.007,,0.5629,,,,,,1.0803,105.3,,,,,,,,,,,
67,1975-02-28,390.57,1.3666,,,1.0097,,0.5625,,,,,,1.0843,105.3,,,,,,,,,,,
68,1975-03-31,393,1.3537,,,1.0102,,0.5614,,,,,,1.0841,105.3,,,,,,,,,,,
69,1975-04-30,394.3,1.341,,,1.0104,,0.5694,,,,,,1.0802,105.3,,,,,,,,,,,
70,1975-05-31,391.26,1.3432,,,1.0164,,0.58,,,,,,1.0773,105.3,,,,,,,,,,,
71,1975-06-30,392.13,1.3258,,,1.0232,,0.5965,,,,,,1.0723,105.3,,,,,,,,,,,
72,1975-07-31,358.76,1.2977,,,1.0229,,0.6001,,,,,,1.0896,105.3,,,,,,,,,,,
73,1975-08-31,381.17,1.2794,,,1.199,,0.6061,,,,,,1.0778,105.3,,,,,,,,,,,
74,1975-09-30,380.49,1.256,,,1.2009,,0.616,,,,,,1.0788,105.3,,,,,,,,,,,
75,1975-10-31,383.29,1.271,,,1.2014,,0.6128,,,,,,1.0719,105.3,,,,,,,,,,,
76,1975-11-30,382.13,1.2594,,,1.2047,,0.6209,,,,,,1.0755,105.3,,,,,,,,,,,
77,1975-12-31,383.38,1.2571,,,1.2045,,0.621,,,,,,1.0738,105.3,,,,,,,,,,,
78,1976-01-31,382.27,1.2588,,,1.2025,,0.6199,,,,,,1.0771,105.3,,,,,,,,,,,
79,1976-02-29,380.93,1.2607,,,1.2038,,0.6225,,,,,,1.0787,105.3,,,,,,,,,,,
80,1976-03-31,374.28,1.2486,,,1.2205,,0.6515,,,,,,1.0798,105.3,,,,,,,,,,,
81,1976-04-30,370.85,1.239,,,1.2333,,0.6736,,,,,,1.0767,105.3,,,,,,,,,,,
82,1976-05-31,368.06,1.2271,,,1.2464,,0.698,,,,,,1.0742,105.3,,,,,,,,,,,
83,1976-06-30,366.97,1.2356,,,1.2451,,0.6927,,,,,,1.0781,105.3,,,,,,,,,,,
84,1976-07-31,364.16,1.2407,,,1.2417,,0.6952,,,,,,1.0828,105.3,,,,,,,,,,,
85,1976-08-31,359.81,1.2462,,,1.2438,,0.7021,,,,,,1.0829,105.3,,,,,,,,,,,
86,1976-09-30,355.85,1.2373,,,1.2679,,0.7409,,,,,,1.0693,105.3,,,,,,,,,,,
87,1976-10-31,359.98,1.2261,,,1.2955,,0.7801,,,,,,1.0618,105.3,,,,,,,,,,,
88,1976-11-30,299.28,1.0123,,,1.117,,0.6122,,,,,,0.8804,86.9,,,,,,,,,,,
89,1976-12-31,318.08,1.0864,,,1.1436,,0.6385,,,,,,0.9351,92.2,,,,,,,,,,,
90,1977-01-31,313.8,1.087,,,1.1428,,0.6333,,,,,,0.9431,92.2,,,,,,,,,,,
91,1977-02-28,309.15,1.0967,,,1.1474,,0.6417,,,,,,0.9487,92.5,,,,,,,,,,,
92,1977-03-31,306.5,1.1031,,,1.1475,,0.641,,,,,,0.9516,92.5,,,,,,,,,,,
93,1977-04-30,306.03,1.1045,,,1.1472,,0.6424,,,,,,0.9503,92.5,,,,,,,,,,,
94,1977-05-31,306.06,1.1039,,,1.1481,,0.6427,,,,,,0.9503,92.5,,,,,,,,,,,
95,1977-06-30,298.5,1.1155,,,1.1524,,0.6482,,,,,,0.9568,92.5,,,,,,,,,,,
96,1977-07-31,299.49,1.1225,,,1.1512,,0.6457,,,,,,0.9582,92.5,,,,,,,,,,,
97,1977-08-31,295.4,1.1051,,,1.1393,,0.6342,,,,,,0.9511,91.5,,,,,,,,,,,
98,1977-09-30,293.33,1.1076,,,1.1406,,0.6348,,,,,,0.9519,91.5,,,,,,,,,,,
99,1977-10-31,281.39,1.1236,,,1.1372,,0.632,,,,,,0.9522,90.9,,,,,,,,,,,
100,1977-11-30,275.18,1.1274,,,1.1328,,0.6213,,,,,,0.9527,90,,,,,,,,,,,
101,1977-12-31,273.84,1.1414,,,1.1193,,0.5965,,,,,,0.9397,89.4,,,,,,,,,,,
102,1978-01-31,274.93,1.1382,,,1.1128,,0.5845,,,,,,0.9367,89.2,,,,,,,,,,,
103,1978-02-28,271.57,1.1365,,,1.1106,,0.5858,,,,,,0.9265,88.5,,,,,,,,,,,
104,1978-03-31,253.65,1.1431,,,1.1179,,0.6127,,,,,,0.9243,87.5,,,,,,,,,,,
105,1978-04-30,252.58,1.1362,,,1.119,,0.6206,,,,,,0.9267,87.5,,,,,,,,,,,
106,1978-05-31,251.88,1.1302,,,1.118,,0.6212,,,,,,0.9265,87.3,,,,,,,,,,,
107,1978-06-30,235.46,1.1475,,,1.1133,,0.616,,,,,,0.9258,86.2,,,,,,,,,,,
108,1978-07-31,222.14,1.1551,,,1.1007,,0.6002,,,,,,0.9169,84.7,,,,,,,,,,,
109,1978-08-31,217.79,1.1521,,,1.0955,,0.5943,,,,,,0.9066,83.7,,,,,,,,,,,
110,1978-09-30,218.6,1.1566,,,1.0888,,0.5856,,,,,,0.9028,83.6,,,,,,,,,,,
111,1978-10-31,210.11,1.1891,,,1.08,,0.5649,,,,,,0.8816,82.2,,,,,,,,,,,
112,1978-11-30,224.51,1.1363,,,1.0837,,0.5826,,,,,,0.893,83.2,,,,,,,,,,,
113,1978-12-31,222.83,1.1505,,,1.0787,,0.5656,,,,,,0.8831,82.7,,,,,,,,,,,
114,1979-01-31,228.04,1.1334,,,1.0732,,0.5677,,,,,,0.8817,82.8,,,,,,,,,,,
115,1979-02-28,228.09,1.1283,,,1.0688,,0.5577,,,,,,0.8752,82.4,,,,,,,,,,,
116,1979-03-31,233.63,1.1182,,,1.0597,,0.5427,,,,,,0.869,82.3,,,,,,,,,,,
117,1979-04-30,243.55,1.1024,,,1.0568,,0.5376,,,,,,0.8662,82.8,,,,,,,,,,,
118,1979-05-31,243.84,1.1048,,,1.0608,,0.5368,,,,,,0.8707,83.1,,,,,,,,,,,
119,1979-06-30,242.83,1.1211,,,1.1086,,0.5158,,,,,,0.8683,83.1,,,,,,,,,,,
120,1979-07-31,246.13,1.1302,,,1.1063,,0.4934,,,,,,0.869,83.3,,,,,,,,,,,
121,1979-08-31,248.3,1.1284,,,1.1139,,0.5008,,,,,,0.8678,83.5,,,,,,,,,,,
122,1979-09-30,252.17,1.1298,,,1.1227,,0.5109,,,,,,0.8574,83.5,,,,,,,,,,,
123,1979-10-31,261.35,1.0974,,,1.1354,,0.5287,,,,,,0.8535,83.8,,,,,,,,,,,
124,1979-11-30,272.22,1.0942,,,1.1221,,0.5006,,,,,,0.8365,83.6,,,,,,,,,,,
125,1979-12-31,265.82,1.1055,,,1.121,,0.4957,,,,,,0.8392,83.3,,,,,,,,,,,
126,1980-01-31,264.46,1.1069,,642,1.1251,,0.4891,,,,,,0.8413,83.2,,,,,,,,,,,
127,1980-02-29,272.75,1.0987,,638.02,1.129,,0.4814,,,,,,0.8427,83.5,,,,,,,,,,,
128,1980-03-31,270.13,1.0831,,634.8,1.1484,,0.4971,,,,,,0.8657,84.4,,,,,,,,,,,
129,1980-04-30,267.31,1.1145,,658.11,1.1528,,0.4915,,,,,,0.8608,84.5,,,,,,,,,,,
130,1980-05-31,256.91,1.1426,,681.22,1.1615,,0.4892,,,,,,0.8713,84.8,,,,,,,,,,,
131,1980-06-30,251.31,1.1576,,698.03,1.1706,,0.4917,,,,,,0.8741,85,,,,,,,,,,,
132,1980-07-31,261.13,1.1525,,706.14,1.1808,,0.491,,,,,,0.8784,85.5,,,,,,,,,,,
133,1980-08-31,254.28,1.1656,,718.36,1.1873,,0.4879,,,,,,0.8862,85.8,,,,,,,,,,,
134,1980-09-30,248.73,1.169,,730.63,1.1943,,0.4897,,,,,,0.8907,85.8,,,,,,,,,,,
135,1980-10-31,247.07,1.1726,,764.07,1.1995,,0.4797,,,,,,0.909,86.2,,,,,,,,,,,
136,1980-11-30,251.25,1.1643,,767.04,1.2131,,0.4924,,2.4347,,,,0.9119,86.8,,,,,,,,,,,
137,1980-12-31,239.53,1.1807,,779.14,1.227,,0.4945,,2.459,,,,0.9257,87.1,,,,,,,,,,,
138,1981-01-31,239.29,1.1707,,779.33,1.2287,,0.4889,,2.4258,,,,0.9409,87.5,,,,,,,,,,,
139,1981-02-28,240.9,1.1566,,775.5,1.2528,,0.5182,,2.4234,,,,0.9455,88.2,,,,,,,,,,,
140,1981-03-31,245.95,1.1684,,786.1,1.27,,0.5164,,2.4438,,,,0.9511,88.8,,,,,,,,,,,
141,1981-04-30,246.78,1.1505,,781.07,1.28,,0.5357,,2.4365,,,,0.9599,89.5,,,,,,,,,,,
142,1981-05-31,254.8,1.1385,,778.51,1.3034,,0.5498,,2.4622,,,,0.973,90.8,,,,,,,,,,,
143,1981-06-30,259.51,1.148,,786.49,1.3465,,0.5895,,2.4465,,,,0.9978,92.9,,,,,,,,,,,
144,1981-07-31,271.38,1.1356,,780.04,1.3692,,0.6097,,2.4554,,,,1.0074,94.2,,,,,,,,,,,
145,1981-08-31,262.79,1.1508,,788.87,1.3842,,0.619,,2.4863,,,,1.016,94.4,,,,,,,,,,,
146,1981-09-30,265.8,1.1414,,782.43,1.3943,,0.6366,,2.4128,,,,0.9972,93.8,,,,,,,,,,,
147,1981-10-31,265.93,1.135,,769.76,1.3926,,0.6148,,2.3824,,,,0.9859,93,,,,,,,,,,,
148,1981-11-30,248.13,1.1514,,794.35,1.3683,,0.5862,,2.3638,,,,0.9752,91.2,,,,,,,,,,,
149,1981-12-31,247.69,1.1279,,790.09,1.3681,,0.5905,,2.3099,,,,0.969,90.5,,,,,,,,,,,
150,1982-01-31,253.93,1.0994,,778.71,1.3679,,0.5869,,2.284,,,,0.9578,90.1,,,,,,,,,,,
151,1982-02-28,253.97,1.074,,764.69,1.3647,,0.5873,,2.264,,,,0.9531,89.2,,,,,,,,,,,
152,1982-03-31,259.24,1.0503,,754.43,1.3697,,0.5895,,2.2361,,,,0.9436,88.8,,,,,,,,,,,
153,1982-04-30,249.5,1.0608,,765.16,1.3736,,0.5923,,2.2291,,,,0.939,88.2,,,,,,,,,,,
154,1982-05-31,255.08,1.0482,,768.44,1.377,,0.5872,,2.1902,,,,0.9348,88,,,,,,,,,,,
155,1982-06-30,260.18,1.0223,,765.5,1.3755,,0.587,,2.2031,,,,0.936,88.2,,,,,,,,,,,
156,1982-07-31,256.07,0.9958,,738.19,1.3517,,0.5748,,2.1295,,,,0.9118,86.1,,,,,,,,,,,
157,1982-08-31,251.76,0.9643,,715.41,1.3284,,0.5644,,2.0863,,,,0.8903,84.1,,,,,,,,,,,
158,1982-09-30,255.58,0.9493,,705.23,1.3221,,0.5594,,2.0742,,,,0.8853,83.8,,,,,,,,,,,
159,1982-10-31,258.46,0.9367,,697.75,1.3212,,0.5566,,2.0709,,,,0.8817,83.9,,,,,,,,,,,
160,1982-11-30,240.04,0.9548,,711.04,1.3304,,0.5933,,2.1029,,,,0.8845,83.5,,,,,,,,,,,
161,1982-12-31,229.51,0.9806,,734.27,1.3387,,0.605,,2.0656,,,,0.8889,83.4,,,,,,,,,,,
162,1983-01-31,230.71,0.9718,,730.31,1.3479,,0.6333,,2.0131,,,,0.8929,83.6,,,,,,,,,,,
163,1983-02-28,225.64,0.9606,,723.43,1.3364,,0.629,,1.9836,,,,0.8813,82.4,,,,,,,,,,,
164,1983-03-31,206.99,0.8629,,658.74,1.3261,,0.5867,,1.8013,,,,0.8,76.1,,,,,,,,,,,
165,1983-04-30,206.45,0.868,,666.54,1.3161,,0.5557,,1.8241,,,,0.8025,76.2,,,,,,,,,,,
166,1983-05-31,210.34,0.882,,680.11,1.3279,,0.5487,,1.8478,,,,0.8187,77.6,,,,,,,,,,,
167,1983-06-30,209.38,0.8745,,679.22,1.3353,,0.573,,1.8621,,,,0.8186,77.7,,,,,,,,,,,
168,1983-07-31,212.45,0.881,,689.91,1.3469,,0.5777,,1.8796,,,,0.8346,78.8,,,,,,,,,,,
169,1983-08-31,216.7,0.8785,,694.1,1.3519,,0.587,,1.8826,,,,0.841,79.6,,,,,,,,,,,
170,1983-09-30,212.43,0.8965,,707.61,1.3637,,0.6,,1.9185,,,,0.8483,80.4,,,,,,,,,,,
171,1983-10-31,214.05,0.916,,726.3,1.3829,,0.6133,,1.9578,,,,0.8647,81.7,,,,,,,,,,,
172,1983-11-30,213.73,0.9128,,727.41,1.3883,,0.6226,,1.9474,,,,0.8689,82,,,,,,,,,,,
173,1983-12-31,209.22,0.902,,717.54,1.3765,1.7868,0.6205,36.34,1.9158,897,7.0167,2.1089,0.8616,81.1,,,,,,,,,,,
174,1984-01-31,215.48,0.9178,,733.23,1.4116,1.9033,0.6526,36.88,1.9555,913,7.1648,2.1477,0.8875,83.5,,,,,,,,,,,
175,1984-02-29,220.07,0.9429,,748,1.4156,1.9299,0.6326,37.89,2.0018,936,7.3376,2.1995,0.8899,84.2,,,,,,,,,,,
176,1984-03-31,210.22,0.935,,739.49,1.4062,1.925,0.6461,37.35,1.9521,935,7.2967,2.1444,0.8786,82.9,,,,,,,,,,,
177,1984-04-30,208.74,0.9201,,733.87,1.4045,1.9576,0.6568,36.46,1.921,925,7.1906,2.1075,0.8787,82.6,,,,,,,,,,,
178,1984-05-31,208.25,0.8992,,717.83,1.3892,1.9889,0.6503,35.85,1.8935,907,7.0263,2.0798,0.8635,81.6,,,,,,,,,,,
179,1984-06-30,204.6,0.8613,,692.74,1.3587,1.9356,0.6378,34.18,1.8372,874,6.7341,1.9972,0.8352,79.2,,,,,,,,,,,
180,1984-07-31,203.68,0.83,,673.46,1.6774,1.9352,0.636,32.54,1.787,852,6.5114,1.9476,0.8191,78.7,,,,,,,,,,,
181,1984-08-31,205.07,0.8488,,686.42,1.6993,2.0487,0.6472,33.13,1.8304,890,6.6525,1.9786,0.8346,80.1,,,,,,,,,,,
182,1984-09-30,204.67,0.833,,678.31,1.7038,2.1393,0.6696,32.65,1.8022,881,6.5045,1.9742,0.8342,80.3,,,,,,,,,,,
183,1984-10-31,208.17,0.8487,,693.73,1.7381,2.2406,0.6984,33.34,1.8349,901,6.6394,2.0411,0.8519,82,,,,,,,,,,,
184,1984-11-30,212.02,0.8596,,705.82,1.7633,2.396,0.7163,33.94,1.8658,917,6.7309,2.0738,0.8667,83.5,,,,,,,,,,,
185,1984-12-31,207.24,0.8278,,682.94,1.7343,2.3143,0.713,32.69,1.804,888,6.4759,2.0078,0.8419,81.3,,,,,,,,,,,
186,1985-01-31,207.61,0.815,,676.94,1.7315,2.2899,0.7218,31.85,1.8007,882,6.3554,2.031,0.8357,80.8,,,,,,,,,,,
187,1985-02-28,185.25,0.7138,,601.59,1.5912,2.0233,0.6563,28.07,1.6132,780,5.5691,1.8427,0.7439,72.3,,,,,,,,,,,
188,1985-03-31,176.94,0.7051,,599.9,1.5196,1.9883,0.5641,27.9,1.5571,777,5.4998,1.7749,0.7141,69.2,,,,,,,,,,,
189,1985-04-30,163.94,0.6523,,564.83,1.4384,1.8605,0.5229,26.04,1.4458,723,5.0729,1.6125,0.6605,64.2,,,,,,,,,,,
190,1985-05-31,165.64,0.658,,573.12,1.4677,1.8712,0.5159,26.18,1.4647,735,5.114,1.6271,0.6614,64.8,,,,,,,,,,,
191,1985-06-30,165.68,0.6655,,581.65,1.385,1.9152,0.5136,26.63,1.4866,744,5.1663,1.6578,0.6668,65,,,,,,,,,,,
192,1985-07-31,172.07,0.7271,,637.16,1.3779,2.0924,0.5092,29.31,1.5897,811,5.6347,1.7876,0.7045,68.5,,,,,,,,,,,
193,1985-08-31,166.88,0.7034,,622.51,1.2971,2.0465,0.5034,28.45,1.5966,786,5.4893,1.7469,0.6785,66.4,,,,,,,,,,,
194,1985-09-30,152.97,0.7077,,631.06,1.2896,2.1005,0.5042,28.59,1.5109,793,5.4978,1.7286,0.6686,64.8,,,,,,,,,,,
195,1985-10-31,148.07,0.7002,,624.72,1.2125,2.2417,0.4866,28.07,1.4904,786,5.4619,1.712,0.6532,63.4,,,,,,,,,,,
196,1985-11-30,138.4,0.685,,609.24,1.2053,2.193,0.4642,27.26,1.4352,768,5.344,1.6598,0.629,60.9,,,,,,,,,,,
197,1985-12-31,136.49,0.6809,,606.14,1.3604,2.1799,0.4732,27.13,1.4333,766,5.3185,1.6451,0.6214,60.7,,,,,,,,,,,
198,1986-01-31,137.84,0.7155,,635.86,1.3366,2.2907,0.5051,28.13,1.5212,806,5.5848,1.7673,0.6453,62.7,,,,,,,,,,,
199,1986-02-28,126.51,0.7012,,619.72,1.3451,2.2494,0.4798,27.41,1.5048,791,5.4704,1.7407,0.6042,59.8,,,,,,,,,,,
200,1986-03-31,128.09,0.7119,,630.1,1.3357,2.2928,0.4823,27.6,1.5486,801,5.5646,1.8285,0.6284,61.1,,,,,,,,,,,
201,1986-04-30,124.19,0.7391,,654.18,1.2688,2.3591,0.478,28.48,1.6229,831,5.7602,1.9013,0.6268,61.4,,,,,,,,,,,
202,1986-05-31,123.33,0.7166,,637.27,1.2665,2.3011,0.4821,27.37,1.5989,809,5.5945,1.8893,0.6209,60.7,,,,,,,,,,,
203,1986-06-30,110.96,0.6772,,600.41,1.2301,2.1659,0.4414,25.79,1.4814,766,5.2889,1.7772,0.5781,56.3,,,,,,,,,,,
204,1986-07-31,92.24,0.598,,529.23,1.1549,2.2148,0.3998,22.75,1.3007,676,4.6677,1.5686,0.4999,49.3,,,,,,,,,,,
205,1986-08-31,94.99,0.6085,,536.15,1.2513,2.2536,0.412,22.5,1.3157,689,4.7481,1.5888,0.5032,50.3,,,,,,,,,,,
206,1986-09-30,96.34,0.6274,,550.23,1.283,2.3306,0.436,23.04,1.3612,1025,4.8953,1.646,0.5182,51.9,,,,,,,,,,,
207,1986-10-31,103.8,0.642,,560.59,1.264,2.3896,0.4565,23.43,1.4048,1053,5.0076,1.6841,0.5339,54,,,,,,,,,,,
208,1986-11-30,105.27,0.6488,,562.12,1.2684,2.4149,0.4531,23.53,1.4259,1073,5.0522,1.6882,0.5375,54.3,,,,,,,,,,,
209,1986-12-31,106.37,0.6648,,572.59,1.2663,2.4745,0.4525,23.6,1.4461,1091,5.1848,1.7301,0.5448,55,,,,,,,,,,,
210,1987-01-31,100.61,0.6608,,566.11,1.2194,2.4596,0.4308,23.17,1.4059,1077,5.1262,1.6702,0.5174,52.8,,,,,,,,,,,
211,1987-02-28,103.28,0.6748,,576.75,1.21,2.5117,0.4363,23.62,1.439,1109,5.2611,1.6975,0.5338,54.1,,,,,,,,,,,
212,1987-03-31,102.85,0.7053,,597.32,1.243,2.6252,0.4379,24.16,1.505,1160,5.5006,1.7671,0.5486,55.4,,,,,,,,,,,
213,1987-04-30,98.41,0.7048,,587.87,1.2113,2.6233,0.4234,23.27,1.4965,1156,5.5003,1.7444,0.5421,54.5,,,,,,,,,,,
214,1987-05-31,103.07,0.7137,,587.09,1.2365,2.6565,0.4399,22.52,1.5109,1177,5.5719,1.7825,0.5534,55.8,,,,,,,,,,,
215,1987-06-30,105.79,0.7203,,582.65,1.2141,2.681,0.4494,22.39,1.5285,1187,5.6248,1.8192,0.5634,56.6,,,,,,,,,,,
216,1987-07-31,104.24,0.6978,,563.89,1.2355,2.5973,0.4375,21.55,1.4727,1144,5.4509,1.7749,0.5515,55.3,,,,,,,,,,,
217,1987-08-31,101.3,0.7124,,575.41,1.1738,2.6516,0.4366,21.45,1.4989,1168,5.5614,1.7924,0.553,55.2,,,,,,,,,,,
218,1987-09-30,105.54,0.7194,,579.69,1.1,2.6777,0.442,21.65,1.5073,1187,5.6174,1.8245,0.5626,56.2,,,,,,,,,,,
219,1987-10-31,93.8,0.6757,,541.51,1.1463,2.515,0.3939,20.24,1.3971,1114,5.2738,1.6964,0.5101,51.7,,,,,,,,,,,
220,1987-11-30,93.52,0.7052,,561.62,1.0886,2.6248,0.3869,20.78,1.4313,1164,5.4847,1.757,0.5207,52.3,,,,,,,,,,,
221,1987-12-31,88.22,0.7225,,572.44,1.0967,2.6892,0.3857,20.63,1.4446,1192,5.6113,1.7997,0.5137,52,,,,,,,,,,,
222,1988-01-31,90.76,0.7138,,557.83,1.0791,2.6568,0.4009,20.42,1.4406,1185,5.5666,1.8245,0.5209,52.5,,,,,,,,,,,
223,1988-02-29,92.24,0.7198,,551.58,1.0826,2.6792,0.4056,20.6,1.4472,1195,5.6139,1.8598,0.529,53.1,,,,,,,,,,,
224,1988-03-31,92.04,0.7388,,552.25,1.1309,2.7499,0.3934,21.16,1.4802,1226,5.7711,1.8935,0.535,53.8,,,,,,,,,,,
225,1988-04-30,94.46,0.7585,,561.75,1.125,2.8232,0.4045,21.73,1.5185,1266,5.9311,1.9528,0.5489,55.2,,,,,,,,,,,
