Month,Special Category Visa (subclass 444)(e),Permanent Family Visas,Permanent Skilled Visas,Permanent Other Visas,Permanent Visas - Total,Temporary Student Visas - Higher Educ.,Temporary Student Visas - Vocational Educ. & Training,Temporary Student Visas - Schools,Temporary Student Visas - Independent ELICOS(f),Temporary Student Visas - Postgraduate Research,Temporary Student Visas - Other Students,Temporary Student Visas - Total,Temporary Skilled Visas,Temporary Visitor Visas,Temporary Work Visas,Temporary Other Visas,Temporary visas - Total,Other Visas(g),Total(h)
2024-06-01,55740,3120,4870,8650,16640,2630,1320,260,750,470,470,5910,2600,71510,5480,6330,91830,670,314600
2024-07-01,70590,3420,5620,8930,17970,13680,1640,1950,490,630,1780,20170,2990,90660,4490,6980,125300,560,392150
2024-08-01,63800,3290,4580,7150,15010,2700,1320,200,730,400,620,5970,3080,97960,6140,7010,120160,1010,341350
2024-09-01,65150,2890,4660,9190,16740,2470,1370,810,840,470,440,6400,2780,74830,7400,6460,97860,1640,366250
2024-10-01,68810,3230,4820,9030,17080,2280,1430,160,710,420,240,5240,2750,76910,7270,6840,99010,1860,353850
2024-11-01,54040,3450,5010,7540,15990,2610,1210,60,520,320,320,5040,2570,80390,6940,7580,102520,760,324180
2024-12-01,60460,3160,4830,7630,15620,3520,1180,210,280,460,290,5940,2380,111930,5000,6310,131560,240,362210
2025-01-01,63830,4660,10110,13360,28140,5860,2970,2820,740,860,960,14220,5540,68070,6510,12200,106530,280,439380
2025-02-01,41160,3680,6190,8850,18720,20050,1760,520,710,850,1200,25100,2910,78790,6870,8810,122480,270,323310
2025-03-01,48550,3300,5350,6970,15620,3910,1480,50,760,470,270,6940,2870,82210,7580,8240,107840,500,317170
2025-04-01,64920,3560,5910,9550,19010,2270,1560,1050,650,460,510,6490,3410,66020,6120,7950,89990,400,342600
2025-05-01,63260,3320,5700,9470,18490,2800,1240,60,540,400,320,5350,3660,63570,7230,7990,87790,740,329800
2025-06-01,66170,3340,4610,8870,16820,3130,1190,100,500,580,470,5970,3280,79870,6760,6420,102300,1030,340780
